"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2017,102641435,116321765
2017,103833058,117523366
2017,103833107,117523407
2017,102641817,116322146
2017,102641868,116322208
2017,102641917,116322232
2017,102641917,116322235
2017,102641911,116322235
2017,102641911,116322232
2017,102641924,116322260
2017,103826850,117516891
2017,103827325,117517365
2017,103827434,117517495
2017,103827946,117518036
2017,103828003,117518074
2017,103828013,117518074
2017,103828005,117518074
2017,103828016,117518074
2017,103828014,117518074
2017,103828038,117518138
2017,103828073,117518164
2017,103828160,117518260
2017,103828180,117518285
2017,103828232,117518344
2017,99950503,113621820
2017,99951189,113622477
2017,99951217,113622504
2017,99951344,113622637
2017,99951347,113622637
2017,99951738,113623027
2017,99951803,113623093
2017,99953222,113624491
2017,101293926,114965342
2017,101293978,114965408
2017,101294455,114965867
2017,101294486,114965895
