"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2017,7609139,15052,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0250300_NIBRS",9800912,0
2017,7638364,15052,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0250300_NIBRS",14648093,0
2017,7661859,15052,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0250300_NIBRS",14009880,0
2017,7690613,15052,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0250300_NIBRS",14648134,0
2017,7716259,15052,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0250300_NIBRS",18044207,0
2017,7743074,15052,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0250300_NIBRS",19426864,0
2017,7608840,14937,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0020000_NIBRS",9786095,0
2017,7637368,14937,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0020000_NIBRS",11435842,0
2017,7661445,14937,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0020000_NIBRS",13056761,0
2017,7609351,15181,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0530100_NIBRS",21527344,0
2017,7639463,15181,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0530100_NIBRS",20163743,0
2017,7662636,15181,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0530100_NIBRS",14031127,0
2017,7690727,15181,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0530100_NIBRS",20163798,0
2017,7716456,15181,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0530100_NIBRS",27960616,0
2017,7743715,15181,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0530100_NIBRS",20163906,0
2017,7778495,15181,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0530100_NIBRS",20163969,0
2017,7795739,15181,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0530100_NIBRS",20164005,0
2017,7796691,15181,9,2017,"I",,"Y","G","C","2017_09_OK0530100_NIBRS",25555867,0
2017,7609162,15070,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0300000_NIBRS",16808143,0
2017,7755210,15070,2,2017,"Z",01-FEB-02,"Y","F","C","2017_02_OK0300000_NIBRS",12101351,0
2017,7755213,15070,3,2017,"Z",01-MAR-03,"Y","F","C","2017_03_OK0300000_NIBRS",12101353,0
2017,7691100,15070,4,2017,"Z",01-APR-04,"Y","F","C","2017_04_OK0300000_NIBRS",9832117,0
2017,7716309,15070,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0300000_NIBRS",15597350,0
2017,7743099,15070,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0300000_NIBRS",14651683,0
2017,7609182,15082,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0340000_NIBRS",15597970,0
2017,7638381,15082,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0340000_NIBRS",15598023,0
2017,7661896,15082,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0340000_NIBRS",20147626,0
2017,7690636,15082,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0340000_NIBRS",15598096,0
2017,7716318,15082,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0340000_NIBRS",20147667,0
2017,7743108,15082,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0340000_NIBRS",20147752,0
2017,7609306,15151,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0460100_NIBRS",22264002,0
2017,7638810,15151,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0460100_NIBRS",18057367,0
2017,7661988,15151,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0460100_NIBRS",21524464,0
2017,7690697,15151,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0460100_NIBRS",21524483,0
2017,7716426,15151,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0460100_NIBRS",21524514,0
2017,7691708,15151,6,2017,"I",,"Y","G","C","2017_06_OK0460100_NIBRS",21524537,0
2017,7778464,15151,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0460100_NIBRS",21524562,0
2017,7795678,15151,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0460100_NIBRS",21524599,0
2017,7796603,15151,9,2017,"I",,"Y","G","C","2017_09_OK0460100_NIBRS",20158629,0
2017,7836557,15151,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_OK0460100_NIBRS",21524639,0
2017,7839735,15151,11,2017,"I",,"Y","G","C","2017_11_OK0460100_NIBRS",21524672,0
2017,7925980,15151,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0460100_NIBRS",21524705,0
2017,7609308,15152,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0460200_NIBRS",21524618,0
2017,7638809,15152,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0460200_NIBRS",21524645,0
2017,7661987,15152,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0460200_NIBRS",21524668,0
2017,7690705,15152,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0460200_NIBRS",21524702,0
2017,7716425,15152,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0460200_NIBRS",21524748,0
2017,7717640,15152,6,2017,"I",,"Y","G","C","2017_06_OK0460200_NIBRS",21524787,0
2017,7744794,15152,7,2017,"I",,"Y","G","C","2017_07_OK0460200_NIBRS",21524829,0
2017,7779380,15152,8,2017,"I",,"Y","G","C","2017_08_OK0460200_NIBRS",21524879,0
2017,7609234,15098,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0370100_NIBRS",15599572,0
2017,7638392,15098,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0370100_NIBRS",15599617,0
2017,7661911,15098,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0370100_NIBRS",15599666,0
2017,7690644,15098,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0370100_NIBRS",15599750,0
2017,7716331,15098,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0370100_NIBRS",15599811,0
2017,7717490,15098,6,2017,"I",,"Y","G","C","2017_06_OK0370100_NIBRS",15599874,0
2017,7609199,15090,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0360200_NIBRS",10670213,0
2017,7638387,15090,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0360200_NIBRS",9803701,0
2017,7661899,15090,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0360200_NIBRS",14014102,0
2017,7690640,15090,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0360200_NIBRS",10670250,0
2017,7716324,15090,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0360200_NIBRS",14653160,0
2017,7609144,15059,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0260900_NIBRS",7785527,0
2017,7638368,15059,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0260900_NIBRS",11454829,0
2017,7661865,15059,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0260900_NIBRS",16805545,0
2017,7690619,15059,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0260900_NIBRS",16805599,0
2017,7609055,15021,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0190100_NIBRS",21506282,0
2017,7638216,15021,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0190100_NIBRS",21506343,0
2017,7661544,15021,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0190100_NIBRS",21506384,0
2017,7690040,15021,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0190100_NIBRS",21506423,0
2017,7691403,15021,5,2017,"I",,"Y","G","C","2017_05_OK0190100_NIBRS",27962768,0
2017,7742355,15021,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0190100_NIBRS",27957829,0
2017,7608945,15007,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0150000_NIBRS",20131355,0
2017,7638184,15007,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0150000_NIBRS",9790088,0
2017,7661510,15007,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0150000_NIBRS",10659092,0
2017,7690017,15007,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0150000_NIBRS",14631406,0
2017,7716123,15007,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0150000_NIBRS",13998703,0
2017,7742346,15007,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0150000_NIBRS",22247104,0
2017,7777731,15007,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0150000_NIBRS",16792259,0
2017,7609273,15120,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0410100_NIBRS",21521324,0
2017,7638786,15120,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0410100_NIBRS",16812682,0
2017,7661948,15120,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0410100_NIBRS",11460919,0
2017,7690664,15120,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0410100_NIBRS",21521351,0
2017,7716360,15120,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0410100_NIBRS",20152488,0
2017,7743136,15120,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0410100_NIBRS",21521383,0
2017,7743137,15120,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0410100_NIBRS",15604600,0
2017,7609165,15074,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0310100_NIBRS",14013067,0
2017,7638378,15074,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0310100_NIBRS",13080349,0
2017,7640539,15074,3,2017,"I",,"Y","G","C","2017_03_OK0310100_NIBRS",16808211,0
2017,7661891,15074,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0310100_NIBRS",16808271,0
2017,7691521,15074,5,2017,"I",,"Y","G","C","2017_05_OK0310100_NIBRS",25551398,0
2017,7743104,15074,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0310100_NIBRS",20146925,0
2017,7608903,14983,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0101000_NIBRS",19414252,0
2017,7637395,14983,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0101000_NIBRS",13060331,0
2017,7661478,14983,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0101000_NIBRS",16788628,0
2017,7608898,14980,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0090800_NIBRS",13995619,0
2017,7637390,14980,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0090800_NIBRS",10655261,0
2017,7661476,14980,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0090800_NIBRS",16787964,0
2017,7689915,14980,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0090800_NIBRS",13059509,0
2017,7610402,15297,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0690300_NIBRS",13116132,0
2017,7639571,15297,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0690300_NIBRS",21548674,0
2017,7662796,15297,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0690300_NIBRS",14686676,0
2017,7690795,15297,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0690300_NIBRS",22287453,0
2017,7716607,15297,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0690300_NIBRS",27973728,0
2017,7744106,15297,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0690300_NIBRS",19460134,0
2017,7778618,15297,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0690300_NIBRS",21548745,0
2017,7795885,15297,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0690300_NIBRS",21548804,0
2017,7608980,15014,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0170000_NIBRS",8606361,0
2017,7638194,15014,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0170000_NIBRS",9791656,0
2017,7661537,15014,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0170000_NIBRS",10660396,0
2017,7690030,15014,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0170000_NIBRS",11442056,0
2017,7716128,15014,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0170000_NIBRS",10660422,0
2017,7795539,15014,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0170000_NIBRS",18034560,0
2017,7777747,15014,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0170000_NIBRS",14001802,0
2017,7608922,14992,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0120100_NIBRS",13060863,0
2017,7610830,14992,2,2017,"I",,"Y","G","C","2017_02_OK0120100_NIBRS",11439910,0
2017,7661497,14992,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0120100_NIBRS",20128437,0
2017,7610379,15281,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0661500_NIBRS",16838607,0
2017,7639556,15281,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0661500_NIBRS",21545656,0
2017,7662769,15281,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0661500_NIBRS",21545692,0
2017,7690782,15281,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0661500_NIBRS",25561606,0
2017,7716582,15281,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0661500_NIBRS",21545722,0
2017,7744095,15281,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0661500_NIBRS",21545784,0
2017,7778605,15281,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0661500_NIBRS",21545849,0
2017,7795855,15281,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0661500_NIBRS",16838798,0
2017,7814006,15281,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0661500_NIBRS",25561621,0
2017,7836719,15281,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_OK0661500_NIBRS",19457860,0
2017,7883135,15281,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0661500_NIBRS",25561624,0
2017,7927057,15281,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0661500_NIBRS",21545976,0
2017,7609390,15193,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0550500_NIBRS",14031870,0
2017,7639466,15193,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0550500_NIBRS",14031912,0
2017,7662694,15193,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0550500_NIBRS",20166166,0
2017,7690729,15193,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0550500_NIBRS",22269994,0
2017,7716465,15193,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0550500_NIBRS",21528508,0
2017,7743722,15193,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0550500_NIBRS",21528530,0
2017,7778502,15193,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0550500_NIBRS",19442138,0
2017,7795746,15193,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0550500_NIBRS",21528555,0
2017,7813874,15193,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0550500_NIBRS",19442173,0
2017,7836609,15193,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_OK0550500_NIBRS",25556018,0
2017,7882008,15193,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0550500_NIBRS",25556023,0
2017,7884789,15193,12,2017,"I",,"Y","G","C","2017_12_OK0550500_NIBRS",22270041,0
2017,7881928,15157,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0480100_NIBRS",20159706,0
2017,7926374,15157,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0480100_NIBRS",19439128,0
2017,7608867,14953,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0060100_NIBRS",8595360,0
2017,7637380,14953,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0060100_NIBRS",8595400,0
2017,7661456,14953,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0060100_NIBRS",11437147,0
2017,7689902,14953,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0060100_NIBRS",10653752,0
2017,7715561,14953,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0060100_NIBRS",13058448,0
2017,7742318,14953,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0060100_NIBRS",13058470,0
2017,7777620,14953,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0060100_NIBRS",13994637,0
2017,7609265,15117,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0402700_NIBRS",13083324,0
2017,7638782,15117,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0402700_NIBRS",9805463,0
2017,7661945,15117,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0402700_NIBRS",8645125,0
2017,7690662,15117,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0402700_NIBRS",10673331,0
2017,7716358,15117,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0402700_NIBRS",11460825,0
2017,7743134,15117,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0402700_NIBRS",16812245,0
2017,7778417,15117,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0402700_NIBRS",14656943,0
2017,7795646,15117,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0402700_NIBRS",14657001,0
2017,7813722,15117,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0402700_NIBRS",15603323,0
2017,7836497,15117,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_OK0402700_NIBRS",19433001,0
2017,7609467,15252,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0611800_NIBRS",15627342,0
2017,7639520,15252,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0611800_NIBRS",14041178,0
2017,7641211,15252,3,2017,"I",,"Y","G","C","2017_03_OK0611800_NIBRS",18074766,0
2017,7690762,15252,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0611800_NIBRS",14679406,0
2017,7716550,15252,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0611800_NIBRS",14041313,0
2017,7610388,15285,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0670300_NIBRS",8676173,0
2017,7609122,15042,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0230000_NIBRS",8635187,0
2017,7638358,15042,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0230000_NIBRS",14007174,0
2017,7609253,15110,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0400300_NIBRS",9805130,0
2017,7638770,15110,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0400300_NIBRS",14656406,0
2017,7661938,15110,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0400300_NIBRS",9805150,0
2017,7690655,15110,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0400300_NIBRS",11460104,0
2017,7716347,15110,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0400300_NIBRS",11460123,0
2017,7743128,15110,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0400300_NIBRS",19432146,0
2017,7778409,15110,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0400300_NIBRS",13082897,0
2017,7795640,15110,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0400300_NIBRS",18051888,0
2017,7608961,25675,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0160200_NIBRS",8605817,0
2017,7638186,25675,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0160200_NIBRS",27967404,0
2017,7661533,25675,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0160200_NIBRS",11441543,0
2017,7690025,25675,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0160200_NIBRS",13999054,0
2017,7716125,25675,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0160200_NIBRS",13064580,0
2017,7742349,25675,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0160200_NIBRS",15571642,0
2017,7777739,25675,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0160200_NIBRS",13999111,0
2017,7795520,25675,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0160200_NIBRS",16793334,0
2017,7813520,25675,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0160200_NIBRS",15571761,0
2017,7836292,25675,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_OK0160200_NIBRS",21505498,0
2017,7880973,25675,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0160200_NIBRS",18034208,0
2017,7925758,25675,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0160200_NIBRS",19417144,0
2017,7609212,15092,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_OK0360400_NIBRS",25551683,0
2017,7638391,15092,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0360400_NIBRS",13081582,0
2017,7661901,15092,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_OK0360400_NIBRS",25551687,0
2017,7690642,15092,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0360400_NIBRS",21519873,0
2017,7716328,15092,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0360400_NIBRS",14014408,0
2017,7743115,15092,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0360400_NIBRS",15598594,0
2017,7815661,15337,10,2017,"I",,"Y","G","C","2017_10_OK0760100_NIBRS",22295399,0
2017,7883327,15337,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0760100_NIBRS",22295435,0
2017,7927183,15337,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0760100_NIBRS",27983479,0
2017,7777604,15023,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0190300_NIBRS",21506353,0
2017,7796236,15023,9,2017,"I",,"Y","G","C","2017_09_OK0190300_NIBRS",20138210,0
2017,7814847,15023,10,2017,"I",,"Y","G","C","2017_10_OK0190300_NIBRS",22249511,0
2017,7836310,15023,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0190300_NIBRS",20138458,0
2017,7839729,15023,12,2017,"I",,"Y","G","C","2017_12_OK0190300_NIBRS",27957828,0
2017,7717865,15260,6,2017,"I",,"Y","G","C","2017_06_OK0630000_NIBRS",25560878,0
2017,7745033,15260,7,2017,"I",,"Y","G","C","2017_07_OK0630000_NIBRS",25558101,0
2017,7795828,15260,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0630000_NIBRS",21544858,0
2017,7796880,15260,9,2017,"I",,"Y","G","C","2017_09_OK0630000_NIBRS",25558114,0
2017,7815463,15260,10,2017,"I",,"Y","G","C","2017_10_OK0630000_NIBRS",22283601,0
2017,7882494,15260,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0630000_NIBRS",25558127,0
2017,7927041,15260,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0630000_NIBRS",25560934,0
2017,7639574,15296,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_OK0690200_NIBRS",21548294,0
2017,7611533,15296,3,2017,"I",,"Y","G","C","2017_03_OK0690200_NIBRS",21548377,0
2017,7665200,15296,4,2017,"I",,"Y","G","C","2017_04_OK0690200_NIBRS",27977737,0
2017,7665201,15296,5,2017,"I",,"Y","G","C","2017_05_OK0690200_NIBRS",25559066,0
2017,7692005,15296,6,2017,"I",,"Y","G","C","2017_06_OK0690200_NIBRS",21548848,0
2017,7745121,15296,7,2017,"I",,"Y","G","C","2017_07_OK0690200_NIBRS",27977759,0
2017,7779719,15296,8,2017,"I",,"Y","G","C","2017_08_OK0690200_NIBRS",21549379,0
2017,7797002,15296,9,2017,"I",,"Y","G","C","2017_09_OK0690200_NIBRS",22286762,0
2017,7815555,15296,10,2017,"I",,"Y","G","C","2017_10_OK0690200_NIBRS",27977772,0
2017,7839727,15296,11,2017,"I",,"Y","G","C","2017_11_OK0690200_NIBRS",27977779,0
2017,7927069,15296,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0690200_NIBRS",27982558,0
2017,7925697,14958,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0070000_NIBRS",20117302,0
2017,7925698,14958,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_OK0070000_NIBRS",20117381,0
2017,7977308,14958,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_OK0070000_NIBRS",20117429,0
2017,7925699,14958,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0070000_NIBRS",20117465,0
2017,7999058,14958,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0070000_NIBRS",27956933,0
2017,7835637,14958,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_OK0070000_NIBRS",20117557,0
2017,7880922,14958,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0070000_NIBRS",19412648,0
2017,7925700,14958,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0070000_NIBRS",19412674,0
2017,7744953,15219,7,2017,"I",,"Y","G","C","2017_07_OK0570000_NIBRS",27972223,0
2017,7779523,15219,8,2017,"I",,"Y","G","C","2017_08_OK0570000_NIBRS",27972230,0
2017,7813910,15219,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0570000_NIBRS",22275451,0
2017,7815359,15219,10,2017,"I",,"Y","G","C","2017_10_OK0570000_NIBRS",25554872,0
2017,7839739,15219,11,2017,"I",,"Y","G","C","2017_11_OK0570000_NIBRS",22275620,0
2017,7927003,15219,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0570000_NIBRS",25557081,0
2017,7795689,15160,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_OK0490000_NIBRS",21525866,0
2017,7813791,15160,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0490000_NIBRS",20160825,0
2017,7836591,15160,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_OK0490000_NIBRS",27965686,0
2017,7881947,15160,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0490000_NIBRS",22265614,0
2017,7926376,15160,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_OK0490000_NIBRS",22265672,0
2017,7664282,15001,6,2017,"I",,"Y","G","C","2017_06_OK0140200_NIBRS",27962603,0
2017,7717250,15001,7,2017,"I",,"Y","G","C","2017_07_OK0140200_NIBRS",27957769,0
2017,7778973,15001,8,2017,"I",,"Y","G","C","2017_08_OK0140200_NIBRS",27962751,0
2017,7795508,15001,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_OK0140200_NIBRS",27957883,0
2017,7796182,15001,10,2017,"I",,"Y","G","C","2017_10_OK0140200_NIBRS",27962946,0
2017,7836315,15001,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_OK0140200_NIBRS",27958059,0
2017,7839718,15001,12,2017,"I",,"Y","G","C","2017_12_OK0140200_NIBRS",27967830,0
2017,7690035,15017,4,2017,"I",01-APR-04,"Y","F","C","2017_04_OK0180000_NIBRS",20132867,0
2017,7716129,15017,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_OK0180000_NIBRS",21505981,0
2017,7717279,15017,6,2017,"I",,"Y","G","C","2017_06_OK0180000_NIBRS",20132931,0
