"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,6,114964228
2017,6,114965696
2017,6,114968358
2017,6,114968676
2017,7,114968676
2017,8,114968676
2017,6,114968675
2017,7,114968675
2017,8,114968675
2017,3,114972967
2017,6,114972967
2017,6,114972970
2017,6,114973747
2017,6,114974283
2017,8,114974283
2017,1,114975250
2017,6,114975754
2017,6,114976214
2017,6,114976235
2017,6,114976232
2017,6,114976281
2017,6,114976517
2017,6,114976543
2017,8,114976543
2017,6,114976544
2017,8,114976544
2017,6,114982036
2017,6,114982040
2017,6,114983153
2017,5,114986273
2017,6,114987826
2017,6,114988249
2017,6,114988618
2017,6,114991627
2017,6,114991808
2017,6,114414657
2017,6,114415218
2017,6,114415450
2017,6,114417217
2017,6,114417247
2017,6,114417250
2017,6,114417609
2017,8,114418166
2017,6,114418990
2017,6,114422000
2017,6,114422216
2017,6,114422685
2017,6,114422681
2017,6,114426867
2017,6,114426873
2017,1,114428707
2017,3,114428707
2017,7,114428707
2017,6,114429954
2017,6,114429953
2017,6,114442369
2017,6,114442451
2017,6,114442448
2017,6,114443887
2017,6,114443886
2017,6,114444758
2017,6,114444755
2017,6,114445121
2017,6,114445194
2017,8,114445289
2017,1,114978743
2017,3,114978743
2017,8,114978743
2017,6,114979785
2017,6,114979783
2017,3,114979783
2017,6,114983088
2017,6,114983083
2017,6,114983164
2017,6,114983156
2017,6,114983159
2017,8,114983223
2017,6,114983387
2017,6,114983540
2017,6,114984372
2017,1,114985170
2017,6,114986747
2017,6,114987154
2017,6,114987150
2017,6,114988279
2017,6,114988427
2017,6,114990583
2017,7,114991458
2017,6,114991598
2017,6,114991645
2017,6,114991800
2017,6,114961918
2017,6,114962016
2017,6,114967138
2017,6,114967139
2017,3,114969987
2017,1,114969987
2017,1,114969991
2017,6,114969991
2017,6,114970226
2017,6,114970230
2017,6,114973356
2017,6,114973743
2017,6,114974118
2017,6,114974678
2017,1,114974948
2017,1,114975346
2017,6,114976268
2017,6,114976802
2017,6,114977581
2017,8,114977581
2017,6,114978397
2017,6,114979793
2017,6,114980141
2017,6,114981365
2017,6,114981610
2017,6,114981611
2017,6,114981648
2017,6,114981640
2017,3,114981895
2017,6,114981895
2017,7,114981895
2017,6,114982957
2017,3,114983121
2017,6,114983121
2017,6,114983123
2017,6,114983205
2017,7,114983205
2017,6,114984579
2017,6,114984931
2017,8,114985217
2017,8,114985219
2017,6,114985400
2017,7,114985400
2017,6,114985402
2017,7,114985402
2017,6,114985547
2017,7,114985547
2017,6,114985543
2017,7,114985543
2017,3,114985872
2017,5,114985872
2017,6,114985872
2017,1,114985864
2017,3,114985864
2017,6,114985864
2017,6,114987348
2017,6,114987351
2017,6,114987541
2017,6,114988259
2017,6,114988368
2017,6,114988369
2017,6,114988460
2017,6,114988469
2017,6,114988465
2017,6,114988475
2017,6,114988577
2017,6,114991268
2017,6,114991257
2017,6,114991544
2017,6,114991543
2017,6,114966748
2017,6,114966951
2017,6,114968608
2017,6,114968604
2017,6,114971904
2017,6,114976158
2017,6,114976222
2017,6,114976225
2017,6,114976569
2017,8,114976569
2017,6,114977049
2017,6,114977121
2017,6,114977825
2017,2,114978554
2017,3,114978554
2017,6,114980613
2017,6,114980612
2017,8,114982178
2017,8,114982176
2017,6,114982307
2017,6,114982304
2017,3,114982658
2017,6,114982678
2017,6,114982663
2017,8,114982756
2017,6,114983233
2017,6,114983235
2017,6,114983290
2017,8,114983290
2017,6,114983294
2017,8,114983294
2017,8,114983454
2017,6,115429400
2017,6,115429557
2017,6,115430960
2017,6,115430961
2017,6,115431752
2017,7,115431752
2017,1,115431754
2017,6,115431754
2017,7,115431754
2017,6,115431816
2017,6,115432909
2017,6,115432912
2017,6,115434231
2017,7,115434231
2017,8,115434231
2017,6,115434944
2017,6,114414499
2017,6,114414527
2017,6,114414687
2017,6,114415051
2017,6,114418871
2017,6,114422186
2017,6,114422968
2017,6,114423279
2017,6,114423341
2017,6,114427595
2017,6,114429931
2017,6,114430367
2017,6,114430555
2017,6,114430970
2017,6,114430963
2017,6,114431798
2017,6,114432424
2017,8,114432424
2017,6,114433299
2017,6,114433305
2017,1,114433342
2017,3,114433342
2017,6,114433342
2017,1,114433343
2017,3,114433343
2017,6,114433343
2017,6,114433538
2017,6,114433648
2017,6,114433643
2017,6,116343781
2017,6,116343779
2017,6,116347184
2017,6,115429593
2017,6,115429660
2017,6,115429839
2017,6,115429843
2017,6,115429842
2017,7,116347184
2017,6,116347734
2017,6,115430865
2017,3,115430865
2017,7,115431078
2017,6,115431076
2017,6,115431080
2017,6,115431137
2017,6,116349313
2017,6,116349393
2017,6,116349401
2017,6,116349418
2017,6,115431635
2017,6,115431632
2017,6,116349425
2017,6,116349533
2017,6,116349535
2017,6,115432017
2017,6,115432192
2017,6,115432191
2017,6,116349686
2017,6,115432941
2017,6,115434492
2017,7,115434492
2017,6,115434507
2017,6,115434910
2017,6,115435010
2017,6,115435012
2017,6,115435035
2017,6,115435251
2017,6,115436012
2017,6,115436017
2017,6,115436114
2017,6,115436113
2017,8,115436662
2017,7,115436910
2017,6,115437055
2017,6,115438378
2017,6,115438375
2017,8,115439793
2017,6,115440465
2017,6,115440728
2017,6,115440885
2017,8,115440886
2017,6,115441138
2017,8,115441138
2017,6,115441359
2017,7,115441359
2017,8,115441359
2017,1,115441430
2017,3,115441892
2017,6,115442409
2017,6,115442411
2017,6,115443756
2017,6,115443821
2017,6,115443824
2017,6,115443858
2017,6,115443943
2017,8,115443943
2017,8,115444003
2017,6,115444901
2017,6,115445262
2017,6,115445774
2017,6,115445780
2017,6,115447914
2017,6,115448087
2017,6,115448135
2017,6,115449365
2017,6,115449379
2017,6,115449454
2017,6,115449451
2017,6,115449694
2017,6,115449698
2017,6,115449995
2017,7,115450118
2017,8,115450118
2017,1,115450786
2017,6,115451129
2017,3,115452049
2017,6,115452279
2017,6,115453097
2017,7,115453097
2017,8,115453097
2017,6,115453099
2017,6,115453380
2017,6,115453421
2017,3,115453418
2017,6,115453418
2017,6,115453457
2017,6,115453460
2017,6,115453569
2017,6,115453589
2017,6,115453955
2017,1,115455979
2017,6,115455979
2017,8,115455979
2017,6,115456082
2017,1,115456271
2017,3,115456271
2017,8,115456271
2017,6,115456388
2017,6,115456462
2017,6,115457191
2017,6,115457193
2017,6,115457291
2017,6,115458167
2017,6,115458165
2017,3,115458165
2017,8,115459260
2017,6,115459260
2017,6,115459262
2017,6,115459317
2017,6,120002282
2017,6,120010820
2017,6,120013842
2017,6,120013841
2017,3,120014755
2017,3,120015436
2017,6,120015436
2017,7,120015436
2017,6,120016266
2017,8,120017188
2017,6,120017357
2017,7,120017357
2017,6,120020864
2017,6,120020863
2017,6,120024375
2017,6,120025414
2017,6,120025412
2017,6,120025840
2017,6,120026128
2017,6,120028805
2017,8,120028805
2017,6,120031593
2017,8,120031593
2017,6,120031596
2017,8,120031596
2017,6,120032981
2017,6,120032985
2017,4,120033174
2017,6,120033803
2017,6,120035200
2017,6,120037170
2017,6,120037965
2017,6,120038759
2017,3,120038759
2017,6,120038838
2017,6,120038836
2017,6,120038833
2017,6,120001902
2017,6,120005600
2017,8,120005600
2017,6,120005596
2017,6,120006236
2017,8,120006453
2017,8,120006499
2017,6,120007130
2017,7,120007217
2017,6,120007435
2017,6,120007585
2017,3,120007585
2017,1,120007585
2017,6,120008006
2017,8,120008217
2017,1,120008228
2017,6,120008228
2017,3,120009189
2017,6,120009189
2017,8,120009189
2017,6,120009187
2017,6,120011094
2017,6,120011077
2017,6,120011083
2017,6,120014521
2017,7,120014521
2017,6,120014524
2017,6,120017263
2017,6,120017265
2017,6,120017923
2017,8,120017923
2017,6,120019971
2017,6,120022101
2017,6,120022106
2017,6,120023931
2017,1,120024404
2017,3,120024404
2017,6,120024404
2017,6,120024795
2017,6,120025791
2017,6,120025786
2017,6,120027409
2017,7,120027409
2017,8,120027409
2017,6,120027405
2017,7,120027405
2017,8,120027405
2017,6,120027437
2017,6,120027438
2017,6,120027447
2017,8,120028039
2017,6,120028589
2017,6,120028592
2017,6,120028718
2017,6,120028721
2017,6,120034949
2017,6,120034945
2017,6,120035244
2017,6,120036223
2017,6,120036281
2017,6,120038621
2017,6,120038703
2017,6,120038709
2017,6,120038909
2017,6,120038904
2017,1,120429532
2017,6,120431941
2017,6,120431938
2017,6,120431992
2017,7,120431992
2017,8,120431992
2017,6,120431993
2017,7,120431993
2017,8,120431993
2017,6,120432243
2017,2,120432997
2017,8,120433316
2017,6,120433316
2017,6,120433320
2017,6,120434363
2017,8,120434371
2017,6,120442351
2017,6,120442350
2017,8,120442350
2017,3,120442347
2017,6,120442347
2017,3,120444999
2017,6,120443780
2017,3,120443778
2017,6,120445150
2017,6,120444999
2017,6,120445018
2017,6,120445002
2017,6,120445966
2017,6,120445147
2017,8,120453136
2017,6,120451546
2017,6,120452730
2017,3,120457730
2017,6,120460092
2017,6,120460094
2017,7,120460094
2017,7,120460183
2017,6,120460176
2017,6,120460179
2017,6,120462381
2017,6,120462378
2017,6,120464532
2017,6,120464546
2017,6,120466662
2017,6,120466655
2017,6,120473330
2017,6,120473320
2017,6,120476597
2017,6,120479267
2017,6,120479266
2017,6,120479268
2017,6,120430192
2017,6,120431361
2017,6,120436579
2017,3,120438191
2017,6,120443034
2017,6,120443037
2017,6,120443855
2017,6,120445813
2017,7,120445813
2017,8,120445813
2017,3,120448835
2017,6,120449033
2017,6,120452287
2017,6,120453618
2017,1,120454848
2017,3,120454848
2017,5,120454848
2017,6,120459991
2017,6,120464547
2017,6,120465333
2017,6,120465339
2017,6,120465334
2017,6,120465680
2017,6,120472718
2017,8,120472718
2017,6,120472720
2017,8,120472720
2017,6,120474893
2017,6,120475316
2017,6,120476975
2017,6,120476984
2017,6,120477624
2017,6,120478361
2017,7,120478361
2017,6,120478364
2017,7,120478364
2017,6,120480714
2017,3,120480714
2017,6,120430298
2017,6,120430300
2017,6,120430804
2017,6,120439569
2017,6,120439853
2017,6,120439858
2017,6,120439854
2017,6,120439863
2017,6,120445721
2017,6,120445718
2017,6,120445807
2017,6,120447467
2017,6,120448183
2017,6,120448446
2017,6,120448444
2017,6,120450208
2017,6,120450272
2017,6,120450266
2017,6,120457087
2017,6,120461974
2017,8,120465643
2017,6,120467322
2017,6,120467637
2017,6,120475174
2017,6,120475170
2017,6,120475173
2017,6,120475265
2017,6,120476481
2017,6,120476480
2017,6,120476568
2017,6,120476791
2017,7,120476791
2017,6,120480679
2017,3,120480679
2017,6,120432800
2017,8,120432805
2017,6,120434407
2017,8,120434416
2017,6,120435723
2017,6,120435725
2017,6,120435948
2017,6,120438200
2017,6,120438736
2017,6,120444019
2017,6,120444015
2017,6,120444137
2017,6,120448632
2017,6,120448633
2017,6,120451604
2017,6,120453210
2017,1,120456864
2017,6,120458694
2017,6,120460189
2017,6,120460188
2017,6,120460242
2017,6,120460249
2017,6,120463287
2017,7,120463287
2017,6,120463295
2017,7,120463295
2017,8,120463295
2017,6,120464844
2017,6,120465663
2017,6,120469140
2017,6,120469453
2017,6,120469450
2017,6,120475124
2017,6,120475119
2017,6,120475288
2017,6,120475477
2017,6,120476870
2017,6,120476880
2017,6,120476875
2017,6,120476877
2017,8,120476905
2017,6,120476906
2017,5,120479614
2017,6,120429064
2017,7,120429064
2017,6,120429061
2017,7,120429061
2017,6,120431158
2017,6,120431172
2017,6,120432751
2017,6,120432649
2017,6,120432646
2017,8,120432751
2017,2,120432774
2017,6,120432813
2017,3,120432817
2017,8,120433577
2017,6,120433573
2017,8,120434991
2017,8,120434989
2017,6,120435242
2017,6,120437566
2017,6,120437239
2017,6,120437233
2017,1,120429521
2017,8,120430258
2017,6,120430288
2017,6,120430292
2017,6,120431338
2017,5,120431947
2017,6,120431947
2017,6,120432095
2017,6,120432100
2017,6,120433570
2017,6,120433877
2017,6,120434465
2017,6,120434987
2017,6,120435828
2017,6,120437245
2017,6,120437237
2017,6,120443596
2017,6,120443763
2017,6,120443948
2017,6,120442426
2017,6,120442643
2017,6,120442641
2017,6,120443945
2017,6,120443947
2017,6,120452976
2017,6,120453693
2017,1,120461809
2017,6,120461839
2017,6,120462406
2017,6,120462405
2017,6,120463300
2017,8,120467451
2017,6,120467454
2017,6,120467459
2017,1,120469590
2017,6,120471932
2017,6,120477668
2017,6,120480681
2017,6,120480683
2017,6,120480676
2017,6,120475465
2017,6,120476479
2017,6,120476483
2017,6,120478628
2017,6,120480492
2017,6,120480661
2017,6,120480657
2017,6,120450753
2017,6,120452790
2017,6,120452817
2017,6,120452830
2017,6,120452826
2017,6,120453131
2017,6,120457186
2017,6,120457190
2017,3,120458685
2017,6,120459919
2017,6,120459922
2017,6,120467073
2017,6,120471815
2017,6,120473155
2017,6,120473153
2017,6,120476815
2017,6,120476814
2017,6,120478342
2017,1,120002163
2017,6,120003437
2017,6,120003441
2017,8,120003745
2017,6,120004384
2017,6,120004385
2017,3,120005722
2017,6,120005722
2017,6,120005733
2017,6,120431939
2017,6,120431936
2017,6,120433362
2017,6,120434714
2017,6,120434721
2017,8,120038139
2017,6,120038755
2017,3,120038755
2017,1,120004094
2017,6,120004094
2017,7,120004094
2017,8,120004446
2017,1,120004745
2017,3,120004745
2017,6,120004745
2017,6,120005581
2017,6,120005847
2017,8,120005847
2017,6,120006329
2017,7,120007153
2017,6,120007153
2017,6,120007197
2017,6,120008493
2017,6,120008767
2017,6,120008765
2017,6,120010440
2017,6,120010443
2017,6,120010490
2017,6,120010488
2017,6,120010640
2017,6,120012171
2017,3,120015075
2017,6,120015929
2017,6,120017932
2017,6,120017934
2017,6,120018523
2017,6,120018526
2017,6,120018653
2017,6,120018649
2017,8,120018649
2017,6,120018651
2017,8,120018651
2017,8,120019923
2017,6,120020243
2017,6,120020469
2017,5,120022617
2017,6,120024343
2017,6,120024347
2017,8,120024732
2017,6,120025275
2017,6,120025277
2017,6,120025338
2017,8,120027489
2017,6,120028716
2017,6,120030153
2017,6,120033833
2017,6,120033831
2017,6,120033836
2017,6,120035135
2017,6,120035242
2017,3,120036359
2017,6,120036719
2017,6,120037099
2017,7,120037099
2017,6,120037448
2017,8,120037448
2017,6,120037446
2017,8,120037446
2017,6,120038697
2017,3,120038697
2017,6,120038803
2017,3,120038803
2017,6,120005014
2017,7,120005014
2017,8,120005014
2017,5,120005010
2017,6,120005010
2017,7,120005010
2017,6,120007070
2017,7,120007495
2017,8,120007495
2017,8,120007500
2017,7,120007500
2017,8,120011794
2017,6,120012211
2017,6,120012204
2017,6,120012325
2017,6,120012327
2017,6,120012466
2017,6,120012521
2017,6,120013384
2017,6,120013386
2017,6,120013915
2017,6,120016320
2017,6,120429971
2017,6,120431944
2017,8,120431944
2017,6,120432307
2017,6,120433263
2017,6,120433259
2017,6,120434604
2017,6,120434605
2017,3,120435348
2017,6,120435829
2017,6,120435831
2017,7,120442298
2017,6,120443040
2017,6,120443039
2017,6,120443111
2017,6,120443090
2017,6,120443786
2017,6,120443808
2017,6,120443816
2017,6,120444100
2017,6,120446872
2017,6,120449998
2017,6,120450315
2017,6,120450314
2017,6,120450709
2017,6,120450771
2017,6,120450926
2017,6,120450921
2017,6,120450920
2017,6,120451469
2017,6,120452991
2017,6,120452995
2017,1,120454182
2017,6,120454182
2017,8,120454182
2017,6,120002436
2017,8,120003366
2017,1,120003620
2017,7,120005453
2017,6,120005702
2017,6,120005699
2017,6,120005769
2017,7,120005769
2017,6,120005773
2017,7,120005773
2017,6,120005814
2017,8,120005814
2017,6,120006243
2017,8,120006383
2017,6,120007849
2017,6,120007838
2017,6,120008036
2017,6,120008352
2017,6,120008452
2017,6,120008501
2017,6,120008499
2017,3,120010809
2017,5,120010809
2017,6,120010809
2017,3,120011300
2017,6,120011300
2017,6,120012169
2017,6,120013953
2017,8,120014973
2017,3,120014971
2017,6,120024249
2017,6,120024364
2017,6,120024387
2017,2,120028104
2017,6,120028104
2017,8,120028104
2017,6,120028484
2017,3,120028484
2017,6,120028748
2017,6,120028750
2017,6,120029252
2017,6,120029636
2017,6,120030633
2017,6,120031411
2017,7,120031411
2017,8,120031411
2017,6,120031524
2017,6,120031586
2017,8,120031586
2017,6,120031584
2017,8,120031584
2017,6,120031634
2017,6,120031965
2017,6,120032193
2017,6,120032474
2017,6,120032653
2017,7,120032653
2017,6,120032654
2017,7,120032654
2017,6,120033299
2017,2,120033610
2017,6,120033796
2017,6,120033855
2017,6,120033853
2017,6,120034110
2017,6,120034592
2017,7,120034592
2017,8,120034592
2017,6,120035250
2017,1,120036221
2017,6,120037585
2017,6,120038801
2017,3,120038801
2017,6,120038829
2017,6,120038910
2017,6,120038901
2017,6,120001921
2017,2,120002185
2017,6,120004091
2017,8,120006397
2017,1,120008132
2017,3,120008132
2017,6,120008132
2017,6,120008127
2017,8,120008367
2017,6,120008367
2017,6,120008368
2017,8,120008368
2017,8,120008366
2017,6,120008366
2017,6,120008612
2017,6,120008788
2017,6,120008789
2017,7,120008789
2017,6,120008787
2017,8,120008787
2017,6,120009149
2017,6,120009151
2017,6,120009147
2017,6,120010177
2017,6,120010681
2017,5,120010848
2017,6,120010848
2017,7,120010848
2017,5,120010849
2017,6,120010849
2017,7,120010849
2017,6,120010903
2017,6,120010928
