"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2017,21,116737347
2017,21,116737373
2017,21,117551975
2017,21,117552032
2017,21,116737449
2017,21,116737450
2017,21,117552059
2017,21,116737530
2017,21,116737519
2017,21,116737523
2017,21,116737536
2017,21,116737557
2017,21,116737594
2017,21,116737593
2017,21,116737618
2017,21,116737630
2017,21,116737636
2017,21,116737642
2017,21,116737649
2017,21,116737652
2017,21,116737725
2017,21,116737734
2017,21,116737749
2017,21,116737746
2017,21,116737750
2017,21,116737780
2017,21,116737791
2017,21,116737814
2017,21,116737850
2017,21,117552169
2017,21,116737914
2017,21,117552210
2017,21,116737947
2017,21,116737963
2017,21,116737973
2017,21,116737989
2017,21,116737983
2017,21,116738000
2017,21,116738007
2017,21,116738018
2017,21,116738027
2017,21,116738077
2017,21,116738093
2017,21,117552277
2017,21,116738098
2017,21,117552297
2017,21,116738274
2017,21,117552301
2017,21,116738300
2017,21,116738303
2017,21,116738323
2017,21,116738325
2017,21,116738361
2017,21,116738421
2017,21,116738445
2017,21,116738462
2017,21,116738457
2017,21,116738454
2017,21,117552398
2017,21,117552401
2017,21,117552396
2017,21,116738612
2017,21,116738628
2017,21,116738660
2017,21,116738652
2017,21,116738654
2017,21,116738655
2017,21,116738686
2017,21,116738691
2017,21,116738830
2017,21,117552653
2017,21,116738858
2017,21,117552713
2017,21,117552706
2017,21,116738932
2017,21,116738953
2017,21,116738960
2017,21,116738974
2017,21,116738970
2017,21,116738976
2017,21,116738967
2017,21,116739013
2017,21,116739002
2017,21,116739005
2017,21,117552756
2017,21,116739053
2017,21,116739098
2017,21,117552842
2017,21,116739115
2017,21,116739121
2017,21,116739122
2017,21,116739125
2017,21,116739136
2017,21,116739164
2017,21,116739166
2017,21,116739296
2017,21,116739303
2017,21,116739299
2017,21,116739307
2017,21,116739315
2017,21,116739337
2017,21,116739349
2017,21,116739404
2017,21,116739415
2017,21,116739420
2017,21,116739430
2017,21,116739439
2017,21,116739484
2017,21,116739487
2017,21,116739490
2017,21,116739502
2017,21,116739514
2017,21,116739512
2017,21,116739528
2017,21,116739534
2017,21,117552911
2017,21,116739609
2017,21,116739830
2017,21,116739847
2017,21,116739913
2017,21,116739928
2017,21,116739923
2017,21,116740037
2017,21,116740032
2017,21,116740035
2017,21,116740154
2017,21,116740173
2017,21,116740197
2017,21,116740247
2017,21,116740312
2017,21,116740316
2017,21,116740321
2017,21,116740388
2017,21,116740394
2017,21,116740549
2017,21,116740555
2017,21,116740636
2017,21,116740663
2017,21,116740696
2017,21,116740747
2017,21,116740805
2017,22,116740810
2017,21,116740866
2017,21,116740904
2017,21,116740943
2017,21,116740954
2017,21,116741102
2017,21,116741137
2017,21,116741197
2017,21,116741208
2017,21,116741206
2017,21,116741300
2017,21,116741301
2017,21,116741397
2017,21,116741467
2017,21,116741540
2017,21,116741562
2017,21,116741586
2017,21,116741751
2017,21,116741756
2017,21,117555611
2017,21,116741840
2017,21,116741974
2017,21,116741982
2017,21,116742017
2017,21,117555727
2017,21,116742123
2017,21,116742125
2017,21,116742136
2017,21,116742200
2017,21,117555783
2017,21,117555799
2017,21,116742606
2017,21,116742679
2017,21,116742683
2017,21,116742680
2017,21,116742701
2017,21,116742737
2017,21,116742835
2017,21,116742833
2017,21,116742863
2017,21,116742882
2017,21,116742874
2017,21,116742891
2017,21,116742954
2017,21,116742983
2017,21,116743033
2017,21,116743163
2017,21,116743164
2017,21,116743194
2017,21,116743227
2017,21,116743230
2017,21,116743310
2017,21,116743322
2017,21,116743293
2017,21,116743384
2017,21,116743381
2017,21,116743429
2017,21,116743441
2017,21,116743510
2017,21,116743507
2017,21,116743568
2017,21,116743562
2017,21,116743558
2017,21,116743612
2017,21,116743672
2017,21,116743733
2017,21,116743889
2017,21,116743902
2017,21,116743911
2017,21,116743920
2017,21,116743913
2017,21,116743914
2017,21,116744083
2017,21,116744130
2017,21,116744215
2017,21,116744237
2017,21,116744275
2017,21,116744273
2017,21,116744277
2017,21,116744265
2017,21,116744370
2017,21,116744379
2017,21,116744381
2017,21,116744408
2017,21,116744609
2017,21,116744656
2017,21,116744670
2017,21,116744787
2017,21,116744785
2017,21,116744794
2017,21,116744792
2017,21,116744815
2017,21,116744870
2017,21,116744857
2017,21,116744869
2017,21,116744900
2017,21,116744928
2017,21,116745025
2017,21,116745028
2017,21,116745027
2017,21,116745041
2017,21,116745051
2017,21,116745093
2017,21,116745284
2017,21,116745308
2017,21,116745311
2017,21,116745331
2017,21,116745333
2017,21,116745334
2017,21,116745379
2017,21,116745387
2017,21,116745396
2017,21,116330767
2017,21,116330951
2017,21,116331197
2017,22,116331408
2017,21,116331517
2017,21,116331588
2017,21,116332087
2017,21,116332217
2017,21,116332396
2017,21,116332414
2017,21,116332563
2017,21,116332578
2017,21,116332584
2017,21,116332580
2017,21,116333049
2017,21,116333047
2017,21,116333080
2017,21,116333233
2017,21,116333268
2017,21,116333314
2017,21,116333347
2017,21,116333372
2017,21,116333459
2017,21,116333791
2017,21,116333801
2017,21,116334234
2017,21,116334237
2017,21,116334300
2017,21,116334465
2017,21,116334737
2017,21,116335207
2017,21,116336001
2017,21,116336363
2017,21,116336361
2017,21,116336517
2017,21,116336556
2017,21,116336947
2017,21,116337186
2017,21,116337535
2017,21,116337585
2017,21,116338222
2017,21,116338316
2017,21,116338478
2017,21,116338553
2017,21,116338736
2017,21,116338812
2017,21,116338955
2017,21,116339162
2017,21,116339220
2017,21,116340495
2017,21,116340665
2017,21,116340727
2017,21,116340757
2017,21,116340820
2017,21,116340907
2017,21,116341152
2017,21,116341801
2017,21,116342085
2017,21,116342196
2017,21,116342974
2017,21,116343688
2017,21,116343725
2017,21,116343777
2017,21,116343781
2017,21,116343779
2017,21,116344015
2017,21,116344087
2017,21,116344134
2017,21,116344673
2017,21,116345281
2017,21,116345441
2017,21,116346072
2017,21,116346091
2017,21,116346210
2017,21,116346247
2017,21,116346325
2017,21,116346429
2017,21,116347269
2017,21,116347476
2017,21,116347557
2017,21,116348099
2017,21,116348155
2017,21,116348613
2017,21,116348773
2017,21,116349418
2017,21,116349425
2017,21,116349685
2017,21,116745684
2017,21,116745763
2017,21,116745773
2017,21,116745800
2017,21,116745851
2017,21,116745886
2017,21,116745921
2017,21,116745931
2017,21,116745935
2017,21,116745934
2017,21,116746167
2017,21,116746187
2017,21,116746204
2017,21,116746345
2017,21,116746353
2017,21,116746432
2017,21,116746505
2017,21,116746546
2017,21,116746557
2017,21,116746647
2017,21,116746645
2017,21,116746659
2017,21,116746661
2017,21,116746692
2017,21,116746746
2017,21,116746932
2017,21,116746942
2017,21,116747071
2017,21,116747124
2017,21,116747171
2017,21,116747139
2017,21,116747193
2017,21,116747233
2017,21,116747259
2017,21,116747363
2017,21,116747718
2017,21,116747765
2017,21,116747770
2017,21,116747997
2017,21,116748123
2017,21,116748170
2017,21,116748194
2017,21,116748376
2017,21,116748793
2017,21,116749203
2017,21,116749385
2017,21,116749415
2017,21,116749434
2017,21,116749483
2017,21,116749473
2017,21,116749724
2017,21,116749748
2017,21,116749746
2017,21,116749794
2017,21,116749941
2017,21,116749971
2017,21,116749992
2017,21,116750181
2017,21,116750212
2017,21,116750407
2017,21,116750421
2017,21,116750621
2017,21,116750639
2017,21,116750648
2017,21,116750702
2017,21,116750757
2017,21,116750766
2017,21,116750808
2017,21,116750856
2017,21,116751070
2017,21,116751130
2017,21,116751182
2017,21,116751180
2017,21,116751183
2017,21,116751196
2017,21,116751295
2017,21,116751315
2017,21,116751321
2017,21,116751340
2017,21,116751473
2017,21,116751477
2017,21,116751662
2017,21,116751669
2017,21,116751877
2017,21,116751887
2017,21,116751982
2017,21,116752059
2017,21,116752054
2017,21,116752117
2017,21,116752119
2017,21,116752159
2017,21,116752188
2017,21,116752226
2017,21,116752346
2017,21,116752363
2017,21,116752377
2017,21,116752427
2017,21,116752462
2017,21,116752970
2017,21,116753163
2017,21,116753276
2017,21,116753281
2017,21,116753283
2017,21,116753635
2017,21,116753716
2017,21,116753718
2017,21,116753843
2017,21,116753900
2017,21,116753903
2017,21,116753961
2017,21,116754029
2017,21,116754198
2017,21,116754192
2017,21,116754595
2017,21,116755634
2017,21,116755756
2017,21,116755824
2017,21,116756078
2017,21,116756110
2017,21,116756104
2017,21,116756184
2017,21,116756187
2017,21,116756186
2017,21,116756278
2017,21,116756423
2017,21,116756836
2017,21,116757194
2017,21,116757259
2017,21,116757248
2017,21,116757311
2017,21,116757353
2017,21,116757504
2017,21,116757501
2017,21,116757582
2017,21,116758014
2017,21,116758133
2017,21,116758127
2017,21,116758409
2017,21,116758508
2017,21,116758678
2017,21,116758681
2017,21,116758679
2017,21,116758780
2017,21,116758786
2017,21,116758815
2017,21,116758966
2017,21,116758987
2017,21,116759029
2017,21,116759121
2017,21,116759278
2017,21,116759289
2017,21,116759439
2017,21,116759777
2017,21,116759786
2017,21,116759850
2017,21,116759852
2017,21,116759870
2017,21,116759903
2017,21,116760051
2017,21,116760057
2017,21,116760114
2017,21,116760138
2017,21,116760152
2017,21,116760173
2017,21,116760175
2017,21,116760259
2017,21,116760356
2017,21,116760423
2017,21,116760461
2017,21,116760523
2017,21,116760535
2017,21,116766720
2017,21,116766740
2017,21,116766803
2017,21,116766851
2017,21,116767508
2017,21,116767505
2017,21,116767599
2017,21,116767857
2017,21,116767865
2017,21,116767859
2017,21,116767856
2017,21,116767919
2017,21,116767921
2017,21,116768066
2017,21,116768088
2017,21,116768149
2017,21,116768191
2017,21,116768194
2017,21,116768235
2017,21,116768292
2017,21,116768302
2017,21,113639222
2017,21,113639221
2017,21,113639961
2017,21,113640123
2017,21,113640523
2017,21,116748933
2017,21,116748935
2017,21,116749986
2017,21,116750200
2017,21,116750399
2017,21,116750433
2017,21,116750667
2017,21,116750671
2017,21,116750815
2017,21,116751127
2017,21,116751205
2017,21,116751374
2017,21,116751469
2017,21,116751647
2017,21,116751664
2017,21,116751663
2017,21,116751754
2017,21,116751793
2017,21,116751794
2017,21,116751860
2017,21,116751862
2017,21,116751884
2017,21,116751892
2017,21,116752050
2017,21,116752082
2017,21,116752079
2017,21,116752109
2017,21,116752150
2017,21,116752229
2017,21,116752227
2017,21,116752451
2017,21,116752471
2017,21,116752509
2017,21,116752519
2017,21,116752542
2017,21,116752562
2017,21,116752751
2017,21,116752748
2017,21,116752749
2017,21,116752754
2017,21,116752864
2017,21,116752863
2017,21,116752867
2017,21,116752989
2017,21,116752994
2017,21,116753024
2017,21,116753162
2017,21,116753166
2017,21,116753192
2017,21,116753279
2017,21,116753244
2017,21,116753246
2017,21,116753526
2017,21,116753581
2017,21,116753641
2017,21,116753676
2017,21,116753813
2017,21,116753866
2017,21,116754129
2017,21,116754168
2017,21,116754170
2017,21,116768382
2017,21,116768437
2017,21,116768496
2017,21,116768599
2017,21,116768653
2017,21,116768696
2017,21,116768679
2017,21,116768754
2017,21,116768761
2017,21,116768823
2017,21,116768812
2017,21,116768870
2017,21,116768867
2017,21,116768947
2017,21,116769384
2017,21,116769432
2017,21,116769490
2017,21,116769617
2017,21,116769660
2017,21,116769696
2017,21,116769767
2017,21,116769878
2017,21,116769981
2017,21,116770245
2017,21,116770254
2017,21,116770352
2017,21,116770380
2017,21,116770600
2017,21,116770672
2017,21,113643694
2017,21,113643746
2017,21,113643818
2017,21,113643859
2017,21,113645017
2017,21,113645045
2017,21,113645635
2017,21,113645731
2017,21,113615908
2017,21,113615931
2017,21,113615986
2017,21,113616010
2017,21,113616059
2017,21,113616140
2017,21,113616151
2017,21,113616184
2017,21,113616291
2017,21,113616329
2017,21,113616379
2017,21,113616387
2017,21,113616439
2017,21,116754383
2017,21,116754369
2017,21,116754452
2017,21,116754579
2017,21,116754592
2017,21,116755005
2017,21,116755103
2017,21,116755648
2017,21,116755778
2017,21,116756016
2017,21,116756020
2017,21,116756070
2017,21,116756105
2017,21,116756168
2017,21,116757119
2017,21,116757126
2017,21,116757172
2017,21,116757192
2017,21,116757196
2017,21,116757207
2017,21,116757418
2017,21,116757419
2017,21,116757579
2017,21,116757629
2017,21,116757749
2017,21,116757736
2017,21,116757742
2017,21,113147968
2017,21,113149408
2017,21,113149406
2017,21,113149482
2017,21,113149500
2017,21,113149789
2017,21,113149896
2017,21,113150018
2017,21,113150190
2017,21,113150832
2017,21,113150859
2017,21,113150916
2017,21,113150990
2017,21,113151330
2017,21,113151350
2017,21,113151942
2017,21,113152005
2017,21,113152060
2017,21,113152170
2017,21,113152213
2017,21,113152210
2017,21,113152351
2017,21,113152480
2017,22,113152641
2017,21,113153157
2017,21,113153162
2017,21,113153212
2017,21,113153774
2017,21,113153904
2017,21,113153949
2017,21,113153952
2017,21,113125662
2017,21,113127373
2017,21,113127652
2017,21,113127879
2017,21,113128269
2017,21,113128266
2017,21,113128265
2017,21,113128851
2017,21,113129442
2017,21,113129693
2017,21,113132497
2017,21,113134666
2017,21,113134750
2017,21,113134985
2017,21,113139718
2017,21,113139716
2017,21,113139799
2017,21,113139820
2017,21,113141367
2017,21,113143471
2017,21,113144579
2017,21,113144809
2017,21,113144844
