"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,105396655,5
2017,105397778,4
2017,103820468,4
2017,103820874,5
2017,103821405,4
2017,103821994,4
2017,103822003,5
2017,103821998,5
2017,103822019,4
2017,103822160,4
2017,103822164,4
2017,103822253,5
2017,103823385,4
2017,103823976,4
2017,103824018,5
2017,103825352,5
2017,103825733,5
2017,105400868,5
2017,103825902,5
2017,103825925,5
2017,103825974,4
2017,103826032,4
2017,103826244,4
2017,103827130,4
2017,103827967,4
2017,105401442,4
2017,103829394,5
2017,103830051,5
2017,103830223,4
2017,103830219,5
2017,103830999,5
2017,103830994,5
2017,103831140,4
2017,103831487,5
2017,103831966,5
2017,103833159,4
2017,103833136,4
2017,103834278,5
2017,103835473,5
2017,103835480,4
2017,103835496,4
2017,103835502,5
2017,103835501,5
2017,103835507,4
2017,103835782,4
2017,103836114,5
2017,103836186,5
2017,103836492,5
2017,103836532,4
2017,105402073,4
2017,103837148,4
2017,103837665,5
2017,103837714,5
2017,103837826,4
2017,103837906,4
2017,105402857,5
2017,103838191,5
2017,103838237,4
2017,103838548,4
2017,103839337,5
2017,103839766,5
2017,103840471,5
2017,103840704,5
2017,103841045,4
2017,103841042,4
2017,103841226,5
2017,103842981,4
2017,103843146,5
2017,103843166,5
2017,105405433,4
2017,105405434,4
2017,103846607,4
2017,103847876,4
2017,105406623,5
2017,103848937,5
2017,103848941,5
2017,103848947,5
2017,105406699,5
2017,103849538,5
2017,103849666,4
2017,103849708,4
2017,103849787,5
2017,103850156,4
2017,103850240,5
2017,103850783,4
2017,103850943,5
2017,103851640,5
2017,103851845,4
2017,103851967,4
2017,103852142,4
2017,103852455,4
2017,103852451,4
2017,103852603,4
2017,103852730,5
2017,103852885,4
2017,103045764,5
2017,103045757,5
2017,103045769,5
2017,103046149,5
2017,103047639,5
2017,103047819,4
2017,103048894,5
2017,103049353,4
2017,103049787,5
2017,103050643,5
2017,103051291,5
2017,103052093,5
2017,103052613,5
2017,103054539,4
2017,103057451,4
2017,103057542,5
2017,103072865,4
2017,103073285,4
2017,103073371,4
2017,103073876,4
2017,103074306,5
2017,103076109,4
2017,103079709,5
2017,103082187,5
2017,103082262,4
2017,103082896,4
2017,103083814,5
2017,103083823,5
2017,101295449,5
2017,101296850,5
2017,101297268,5
2017,101297296,5
2017,101297265,5
2017,101297281,5
2017,101298298,5
2017,101299071,5
2017,101301886,5
2017,101302622,4
2017,101303001,4
2017,101303194,5
2017,101303303,4
2017,101304342,5
2017,101305615,4
2017,101305664,4
2017,101305757,5
2017,101306143,5
2017,101306717,4
2017,101308747,5
2017,101308917,5
2017,101309158,4
2017,101309681,5
2017,101310050,5
2017,101310377,5
2017,101310384,5
2017,101310532,5
2017,101312900,5
2017,101312962,5
2017,101313368,4
2017,101313477,5
2017,101313714,4
2017,101315436,4
2017,101317250,5
2017,101317286,4
2017,101318131,5
2017,101318326,5
2017,103384631,4
2017,103385093,4
2017,103386035,5
2017,103386291,4
2017,103390008,6
2017,103390008,2
2017,103391091,4
2017,103391197,4
2017,103393744,4
2017,103395208,4
2017,103395903,5
2017,103396167,5
2017,103396210,4
2017,103396689,4
2017,103397782,4
2017,103397923,4
2017,103400223,4
2017,103400592,5
2017,103401750,5
2017,103401787,5
2017,103404196,4
2017,103405683,5
2017,103406487,5
2017,103408733,4
2017,103410709,5
2017,103415284,5
2017,103415791,4
2017,103417186,5
2017,103419097,5
2017,103419543,5
2017,103421324,5
2017,103421336,5
2017,103421318,5
2017,103421505,5
2017,103422172,5
2017,103423293,4
2017,103423462,5
2017,103424644,4
2017,103424939,4
2017,103424937,5
2017,103424948,5
2017,103425074,4
2017,103425098,4
2017,103425083,4
2017,103425094,4
2017,103425433,2
2017,103425510,4
2017,101298045,4
2017,101300959,4
2017,101302171,5
2017,101302540,5
2017,101302546,5
2017,101303055,5
2017,101306152,4
2017,101306484,4
2017,101309163,4
2017,101309427,4
2017,101309787,5
2017,101310243,5
2017,101311129,2
2017,101311129,4
2017,101311147,2
2017,101311395,5
2017,101311389,5
2017,101311763,4
2017,101312069,5
2017,101312170,5
2017,101312722,4
2017,101314556,4
2017,101314872,5
2017,101315962,4
2017,101317403,4
2017,101317431,8
2017,101317431,3
2017,101317472,5
2017,101317516,4
2017,101317872,5
2017,101317876,5
2017,101317864,4
2017,101318331,4
2017,101318474,4
2017,103386236,4
2017,103386641,5
2017,103390126,5
2017,103390767,5
2017,103391031,5
2017,103392534,4
2017,103392547,4
2017,103393457,4
2017,103394275,4
2017,103396208,5
2017,103396729,5
2017,103397531,1
2017,103397531,7
2017,103397531,4
2017,103397725,4
2017,103398668,5
2017,103399568,4
2017,103399637,4
2017,103399647,4
2017,106285395,5
2017,106285526,5
2017,106287125,5
2017,106288640,4
2017,106288642,4
2017,106288969,4
2017,106289027,4
2017,106289718,4
2017,106291842,5
2017,106292035,5
2017,106292487,5
2017,103390102,5
2017,103390343,5
2017,103391133,5
2017,103391286,5
2017,103394071,4
2017,103396276,5
2017,103397144,5
2017,103398001,4
2017,103400319,5
2017,103401520,4
2017,103402428,5
2017,103402770,4
2017,103402857,4
2017,103403135,4
2017,103403587,4
2017,103404072,5
2017,103404037,4
2017,103404054,4
2017,103404195,5
2017,103404700,4
2017,103405279,4
2017,103406091,4
2017,103406122,4
2017,103406787,5
2017,103407522,5
2017,103408996,4
2017,103408987,4
2017,103410712,4
2017,103412906,5
2017,103414557,4
2017,103414804,4
2017,103415017,4
2017,103415772,5
2017,103416052,5
2017,103416730,5
2017,103418128,4
2017,103419890,5
2017,103420013,5
2017,103423394,4
2017,103425736,4
2017,103427683,5
2017,103385177,4
2017,103385321,4
2017,103391386,5
2017,103399091,5
2017,103399700,4
2017,103400938,4
2017,103402839,5
2017,103403187,4
2017,103403914,5
2017,103404600,5
2017,103404659,4
2017,103404661,5
2017,103405612,4
2017,103405599,4
2017,103405882,5
2017,103406885,4
2017,103406873,5
2017,103407397,5
2017,103407388,5
2017,103411085,4
2017,103411580,4
2017,103413481,5
2017,103414451,5
2017,103415165,5
2017,103415533,2
2017,103415752,5
2017,103415960,4
2017,103419716,4
2017,103420587,4
2017,103421345,5
2017,103421909,4
2017,103422204,4
2017,103422393,4
2017,103422389,4
2017,103423991,5
2017,103400333,5
2017,103400325,4
2017,103400585,4
2017,103400594,4
2017,103400604,4
2017,103401026,5
2017,103401033,5
2017,103401042,5
2017,103401509,5
2017,103401513,5
2017,103403002,5
2017,103403687,5
2017,103406969,5
2017,103408294,5
2017,103408463,5
2017,103408461,5
2017,103409458,4
2017,103411092,4
2017,103411518,5
2017,103411967,4
2017,103412688,5
2017,103412696,5
2017,103412890,4
2017,103412897,4
2017,103413411,5
2017,103413403,5
2017,103417948,4
2017,103417946,4
2017,103418782,4
2017,103418953,5
2017,103418962,4
2017,103419056,5
2017,103419513,5
2017,103419788,5
2017,103419998,3
2017,103420266,5
2017,103420339,5
2017,103423867,5
2017,103423993,5
2017,103424187,5
2017,103424312,5
2017,103424633,4
2017,103424654,5
2017,103425269,4
2017,103425443,4
2017,103425613,4
2017,103425716,5
2017,103427430,4
2017,103384657,4
2017,103384947,4
2017,103385085,4
2017,103389430,4
2017,103390877,5
2017,103391163,5
2017,103391188,3
2017,103391219,5
2017,103391329,5
2017,103398153,4
2017,103398160,4
2017,103398142,4
2017,103400956,5
2017,103403665,5
2017,103407693,5
2017,103407690,4
2017,103408146,4
2017,103409392,5
2017,103409387,4
2017,103409796,5
2017,103410846,5
2017,103413140,4
2017,103413408,5
2017,103414954,4
2017,103416001,4
2017,103416004,4
2017,103416727,5
2017,103419411,4
2017,103420014,5
2017,103420011,5
2017,103420070,5
2017,103420073,5
2017,103420537,4
2017,103420532,4
2017,103421521,5
2017,103422162,1
2017,103422162,2
2017,103423590,4
2017,103424542,4
2017,103425641,4
2017,103426144,4
2017,103400453,4
2017,103400769,4
2017,103402766,4
2017,103405196,4
2017,103406488,5
2017,103407846,5
2017,103408551,4
2017,103408635,5
2017,103409082,4
2017,103411391,5
2017,103415593,4
2017,103417297,4
2017,103417319,4
2017,103421562,5
2017,103421557,5
2017,103421551,5
2017,103422092,4
2017,103422514,5
2017,103423177,2
2017,103423177,6
2017,103423177,4
2017,103423700,5
2017,103423786,5
2017,103424344,5
2017,103424881,5
2017,103425237,5
2017,103425286,5
2017,103425518,4
2017,103425585,5
2017,103425739,4
2017,103427756,5
2017,103865216,4
2017,103866907,4
2017,103866945,4
2017,103867139,5
2017,103868035,5
2017,103869055,5
2017,103869059,6
2017,103869045,5
2017,101757020,5
2017,101763324,4
2017,101765689,4
2017,101765681,4
2017,101767138,5
2017,101767558,5
2017,101768513,5
2017,101769152,4
2017,101769916,5
2017,101770385,4
2017,101770638,5
2017,101770634,4
2017,101771032,5
2017,101777161,5
2017,101777274,4
2017,101777271,4
2017,101777653,2
2017,101779085,4
2017,101780702,4
2017,101781333,5
2017,101782188,5
2017,101782196,5
2017,101782201,5
2017,101782352,5
2017,101782626,5
2017,101785025,4
2017,101787012,4
2017,101787063,5
2017,101788646,5
2017,101788644,5
2017,101789117,4
2017,101789269,4
2017,101792484,4
2017,101795242,7
2017,101795458,4
2017,101795580,4
2017,101770184,4
2017,101771026,4
2017,101773545,4
2017,101774784,5
2017,101775753,5
2017,101775873,5
2017,101776711,4
2017,101777527,4
2017,101777835,4
2017,101778696,5
2017,101778986,5
2017,101778992,5
2017,101779078,5
2017,101779428,5
2017,101780640,4
2017,101781109,4
2017,101781106,4
2017,101781784,5
2017,101784305,4
2017,101787953,5
2017,101789377,5
2017,101789388,5
2017,101792239,5
2017,101792298,5
2017,101792326,5
2017,101792582,4
2017,101793543,4
2017,101795258,4
2017,102627068,5
2017,102627466,4
2017,102628174,4
2017,102629881,5
2017,102629957,4
2017,102631438,4
2017,102632155,4
2017,102633590,4
2017,102634034,5
2017,102638698,5
2017,102638715,5
2017,102639590,4
2017,102640895,5
2017,102641417,4
2017,102641752,4
2017,102642691,4
2017,102643184,5
2017,102643571,5
2017,102646475,5
2017,102647015,5
2017,102647716,4
2017,102648882,4
2017,102649740,4
2017,102651025,4
2017,102652625,4
2017,102653232,4
2017,102654757,4
2017,102655543,5
2017,102655558,5
2017,102655947,5
2017,102655940,4
2017,102657042,5
2017,102657572,5
2017,102658289,5
2017,102658637,4
2017,102658685,4
2017,102662322,5
2017,102662500,4
2017,102664774,4
2017,102665394,5
2017,102666399,4
2017,101296913,5
2017,101297900,5
2017,101300625,5
2017,101301601,5
2017,101301688,5
2017,101301768,4
2017,101301891,5
2017,101303042,5
2017,101303971,6
2017,101304329,5
2017,101305972,4
2017,101308384,2
2017,101311111,5
2017,101311178,4
2017,101311258,4
2017,101311421,4
2017,101312001,4
2017,101311992,5
2017,102627053,4
2017,102627547,5
2017,102629921,4
2017,102630641,6
2017,102631875,4
2017,102632094,4
2017,102633820,4
2017,102636422,5
2017,102639964,4
2017,102641968,5
2017,102642394,4
2017,102642433,5
2017,102642609,4
2017,102643029,5
2017,102643236,4
2017,102643805,5
2017,102645779,4
2017,102646096,4
2017,102648540,5
2017,102648663,5
2017,102649624,5
2017,102650179,5
2017,102651103,5
2017,102652113,5
2017,102652117,5
2017,102652721,5
2017,102653256,5
2017,102653809,5
2017,102653814,5
2017,102653811,5
2017,102657726,5
2017,102661247,4
2017,102661942,5
2017,102661932,5
2017,102663040,5
2017,102663997,5
2017,102664587,5
2017,102664853,5
2017,102664984,5
2017,102665413,5
2017,102665583,4
2017,102666479,4
2017,102666463,5
2017,102666661,5
2017,102666752,4
2017,102629796,4
2017,102629923,4
2017,102633804,5
2017,102634200,4
2017,102634187,4
2017,102634765,5
2017,102634794,5
2017,102634776,5
2017,102634772,5
2017,102634785,5
2017,102634888,4
2017,102637242,3
2017,102637242,1
2017,102638069,4
2017,103853139,5
2017,103853159,5
2017,103853157,4
2017,103854678,5
2017,103856945,5
2017,103856953,5
2017,103858625,6
2017,103858625,4
2017,103858625,1
2017,103858791,4
2017,103858990,5
2017,103859444,8
2017,103860578,5
2017,103862067,4
2017,103862747,3
2017,103862793,4
2017,103865472,5
2017,103865991,4
2017,103866274,5
2017,103866851,4
2017,103866975,4
2017,103868281,5
2017,102627736,5
2017,102627081,4
2017,102627867,4
2017,102628613,4
2017,102631931,5
2017,102633980,3
2017,102633980,6
2017,102634102,4
2017,102634106,4
2017,102636286,5
2017,102636556,5
2017,102636696,4
2017,102637896,4
2017,102638030,5
2017,102638758,4
2017,102638995,4
2017,102640023,4
2017,102640400,4
2017,102641720,2
2017,102641720,8
2017,102642088,4
2017,102642700,4
2017,102644301,4
2017,102650691,4
2017,102651898,5
2017,102651903,5
2017,102653278,5
2017,102655167,5
2017,102655518,5
2017,102656573,5
2017,102658402,4
2017,102659660,5
2017,102659657,5
2017,102659857,5
2017,102663179,6
2017,102665314,4
2017,102667457,4
2017,103389757,4
2017,103390377,5
2017,103390762,5
2017,103391012,4
2017,103391540,5
2017,103392552,5
2017,103393456,5
2017,103393459,5
2017,103402108,5
2017,103402342,4
2017,103405639,4
2017,103405724,4
2017,103850109,4
2017,103850552,6
2017,103851291,5
2017,103852033,5
2017,103852343,4
2017,103852976,4
2017,103853667,5
2017,103853660,5
2017,103855556,4
2017,103856036,4
2017,103856116,2
2017,103856116,6
2017,103857500,4
2017,103858845,2
2017,103861247,4
2017,103861313,4
2017,103861746,5
2017,103861808,5
2017,103863932,4
2017,103864923,5
2017,103865015,5
2017,103865184,4
2017,103865702,4
2017,103866024,4
2017,103866227,5
2017,103866390,4
2017,103866652,5
2017,103866729,5
2017,103866777,5
2017,103866784,4
2017,103866850,5
2017,103866868,5
2017,103866863,4
2017,103867004,5
2017,103867224,5
2017,103867390,4
2017,103867396,5
2017,102627058,5
2017,102630506,5
2017,102638540,4
2017,102639084,4
2017,102639085,4
2017,102639181,4
2017,102640783,4
2017,102641863,4
2017,102643608,5
2017,102643892,1
2017,102646973,2
2017,102646973,6
2017,102647025,5
2017,102648623,5
2017,102649006,4
2017,102649012,5
2017,102649641,4
2017,102655775,4
2017,102657275,4
2017,102657261,4
2017,102657259,4
2017,102659652,5
2017,102659856,4
2017,102660209,5
2017,102660536,5
2017,102661186,4
2017,102662773,4
2017,102663115,5
2017,102665120,5
2017,103393755,4
2017,103394014,5
2017,103394025,5
2017,103394035,5
2017,103397494,5
2017,103397503,5
2017,103397802,2
2017,103397802,7
2017,103397802,1
2017,103400514,5
2017,103401364,5
2017,103401357,5
2017,103403180,4
2017,103405555,8
2017,103408541,4
2017,103410560,5
2017,103410780,4
2017,103410797,5
2017,103411886,3
2017,103413012,5
2017,103414834,4
2017,103415733,4
2017,103417164,5
2017,103419123,5
2017,103419583,4
2017,103419782,5
2017,103421143,5
2017,103421378,5
2017,103422821,4
2017,103422854,5
2017,103422842,4
2017,103424822,5
2017,103424966,4
2017,103425160,4
2017,103425165,4
2017,103426295,5
2017,103426293,5
2017,103426657,4
2017,103427677,4
2017,103869092,4
2017,103869194,5
2017,103869223,5
2017,103869216,4
2017,103869227,4
2017,103869628,4
2017,102627135,2
2017,102627135,8
2017,102627453,5
2017,102628160,5
2017,102633443,5
2017,102634693,4
2017,102635578,5
2017,102635584,5
2017,102635658,5
2017,102636372,4
2017,102636441,5
2017,102636444,5
2017,102638836,5
2017,102639883,4
2017,102640411,5
2017,102640425,4
2017,102642335,5
2017,102643055,5
2017,102646102,5
2017,102646495,5
2017,102646824,4
2017,102647254,5
2017,102647672,5
2017,102647690,5
2017,102658406,5
2017,102658397,5
2017,102658652,5
2017,102659235,5
2017,102660146,5
2017,102662628,4
2017,102662926,5
2017,102664729,5
2017,102664732,5
2017,102664722,5
2017,102664771,5
2017,102664815,5
2017,102665406,5
2017,102665472,5
2017,102665776,4
2017,102666306,5
2017,102666949,5
2017,102667355,5
2017,103821450,5
2017,105391031,4
2017,103822766,4
2017,105392329,5
2017,103824088,5
2017,103825325,4
2017,103825327,5
2017,103825670,5
2017,103826148,5
2017,103827395,4
2017,105392356,5
2017,103828671,5
2017,103829688,4
2017,103830002,5
2017,103831082,5
2017,103833655,4
2017,103834744,5
2017,103835508,5
2017,103835781,5
2017,103836414,4
2017,103836422,4
2017,103836417,4
2017,103836419,4
2017,103836498,4
2017,103836765,5
2017,103837182,4
2017,103837800,4
2017,103838100,5
2017,103838103,5
2017,105393561,5
2017,103839392,5
2017,103840283,5
2017,103840975,5
2017,103841061,5
2017,103844762,4
2017,105394453,4
2017,103847185,5
2017,103847483,4
2017,105396268,5
2017,103847936,4
2017,103848102,4
2017,103848731,4
2017,103849172,5
2017,103849379,4
2017,103849639,5
2017,103849763,4
2017,103849816,5
2017,103849843,5
2017,103849916,5
2017,103850111,4
2017,105396405,4
2017,103850725,4
2017,103850944,4
2017,103850985,4
2017,103851161,5
2017,103851578,5
2017,103851579,4
2017,103852209,4
2017,103852236,4
2017,103852267,6
2017,103852347,4
2017,105396729,5
2017,105396919,5
2017,105397380,5
2017,103853789,5
2017,105400530,4
2017,103855220,4
2017,103857516,4
2017,103857933,5
2017,103858701,5
2017,103858931,4
2017,105396422,5
2017,105396564,4
2017,105396636,4
2017,105406954,5
2017,105398316,5
2017,103861982,2
2017,103861982,6
2017,103862042,5
2017,103863174,5
2017,103863489,5
2017,103863659,5
2017,103863811,5
2017,103863922,4
2017,103864034,5
2017,103864786,5
2017,103865270,4
2017,103865409,4
2017,103865675,3
2017,103865741,5
2017,103865748,5
2017,103866788,4
2017,103866838,4
2017,103866942,2
2017,103866942,3
2017,103866990,5
2017,103867057,5
2017,103867067,5
2017,103867069,5
2017,103867113,4
2017,103867280,4
2017,103868000,5
2017,103867994,5
2017,103867995,5
2017,103868294,4
2017,103868276,5
2017,103868502,5
2017,103868809,5
2017,105402069,5
2017,105402070,4
2017,105403379,4
2017,105403807,4
2017,105404168,4
2017,105405477,4
2017,105406608,6
2017,105406602,5
2017,105406710,5
2017,105406830,4
2017,102627749,5
2017,102628496,4
2017,102630174,4
2017,102630308,4
2017,102630308,3
2017,102633585,4
2017,102634005,4
2017,102634863,4
2017,102634915,5
2017,102636620,4
2017,102637023,4
2017,102638046,5
2017,102638510,5
2017,102638782,4
2017,102639201,4
2017,102640975,4
2017,102641280,5
2017,102643012,5
2017,102643188,5
2017,102644529,5
2017,102646378,5
2017,102628257,5
2017,102629082,5
2017,102629762,5
2017,102630117,4
2017,102630381,4
2017,102632170,4
2017,102632240,5
2017,102633037,5
2017,102633120,5
2017,102634027,4
2017,102634181,5
2017,102635323,5
2017,102637225,4
2017,102637931,5
2017,102639184,4
2017,102639606,5
2017,102643424,5
2017,102643413,5
2017,102644807,5
2017,102645558,5
2017,102645569,5
2017,102648586,2
2017,102649047,5
2017,102649279,5
2017,102649354,2
2017,102649565,4
2017,102652518,4
2017,102652820,5
2017,102653279,4
2017,102653291,5
