"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2017,4,114989225
2017,4,114989315
2017,3,113637550
2017,4,114989368
2017,1,113637866
2017,1,113638006
2017,4,113638027
2017,4,113638067
2017,4,113638124
2017,1,114989569
2017,4,114989888
2017,4,114990063
2017,4,114990061
2017,4,113639216
2017,4,113639516
2017,4,114990304
2017,4,113639970
2017,1,113640080
2017,4,113640103
2017,4,113640146
2017,4,113643652
2017,4,113643767
2017,3,113643806
2017,4,113643807
2017,4,114990489
2017,4,114990583
2017,4,113645009
2017,4,113645058
2017,4,114991458
2017,4,113645649
2017,3,114991598
2017,3,114991645
2017,4,114991800
2017,4,113646739
2017,4,113646838
2017,4,113647511
2017,4,113647583
2017,4,113647743
2017,4,113648108
2017,4,113648351
2017,3,113648417
2017,3,113648495
2017,3,113648496
2017,4,113648503
2017,3,113649506
2017,3,113649499
2017,3,113649563
2017,4,113650420
2017,4,113650456
2017,4,113650461
2017,4,113650711
2017,4,113651047
2017,4,113651051
2017,3,113651069
2017,4,113651066
2017,4,113651168
2017,4,113651211
2017,4,113651421
2017,4,113651456
2017,4,113651818
2017,4,113652706
2017,4,113652785
2017,4,113653054
2017,4,113654726
2017,4,113654816
2017,4,113654898
2017,4,113655036
2017,4,113655079
2017,4,113655116
2017,4,113655193
2017,4,113656024
2017,4,113656176
2017,4,113656132
2017,4,113656766
2017,4,113657785
2017,4,113657837
2017,4,113657966
2017,4,113658110
2017,4,113658190
2017,4,113658247
2017,4,113658264
2017,4,113658464
2017,4,113659325
2017,3,113659314
2017,4,113659548
2017,4,113659520
2017,4,113659522
2017,4,113659519
2017,4,113659647
2017,4,113659703
2017,4,113659721
2017,4,113660414
2017,3,113660490
2017,3,113660486
2017,4,113660760
2017,4,113660869
2017,4,113660875
2017,4,113661003
2017,4,113661555
2017,4,113661662
2017,4,113661675
2017,4,113661673
2017,4,113662075
2017,4,113662177
2017,3,113662469
2017,3,113662476
2017,3,113662487
2017,3,113662740
2017,3,113662736
2017,3,113662910
2017,3,113662991
2017,3,113663095
2017,3,113663155
2017,3,113663163
2017,3,113153908
2017,3,113153906
2017,3,113153951
2017,3,113153948
2017,3,113153950
2017,4,113595594
2017,4,113595923
2017,4,113596952
2017,4,113597170
2017,4,113597296
2017,4,113597561
2017,4,113597650
2017,4,113598069
2017,3,113599597
2017,3,113599601
2017,4,113599661
2017,4,113599659
2017,4,113602337
2017,4,113602368
2017,4,113602807
2017,4,113619282
2017,4,113619281
2017,4,113619304
2017,4,113619338
2017,4,113619353
2017,1,113619667
2017,3,113620340
2017,4,113620497
2017,4,113620658
2017,4,113621333
2017,4,113621743
2017,3,114979785
2017,4,113622368
2017,3,114979783
2017,1,113622494
2017,4,113622534
2017,4,113623042
2017,4,113623118
2017,4,113623601
2017,4,113623754
2017,4,113624496
2017,4,113624605
2017,4,113630573
2017,4,113630718
2017,3,113630891
2017,3,113630925
2017,4,113631023
2017,4,113631078
2017,4,113631484
2017,4,113631481
2017,4,113632063
2017,4,114980181
2017,1,113633427
2017,4,113633473
2017,4,113633627
2017,4,113633708
2017,4,113633727
2017,4,113633860
2017,4,113634082
2017,4,114980219
2017,4,113635294
2017,4,113635370
2017,4,113635541
2017,4,113635791
2017,4,113635970
2017,4,113636132
2017,4,113636414
2017,4,114980539
2017,3,113636878
2017,4,113636910
2017,4,113636897
2017,4,113636906
2017,4,113636988
2017,4,113637500
2017,4,113637923
2017,4,113638001
2017,4,113638427
2017,4,114980785
2017,4,114980839
2017,4,113639990
2017,4,113640028
2017,4,113640061
2017,4,113640102
2017,4,114981205
2017,4,117546487
2017,4,114981340
2017,4,113640560
2017,4,113643609
2017,4,113643603
2017,1,113643760
2017,4,113643851
2017,3,117546478
2017,4,113644173
2017,4,117546513
2017,4,113645044
2017,4,113645139
2017,4,113645734
2017,4,113645772
2017,4,114981727
2017,4,117546567
2017,4,113646671
2017,4,113646842
2017,4,117546593
2017,4,113647117
2017,4,113647184
2017,4,113647774
2017,4,113648211
2017,4,113648354
2017,1,117546834
2017,4,114982045
2017,3,117546856
2017,3,117546853
2017,3,113649503
2017,3,114982139
2017,1,117546810
2017,4,113649807
2017,4,113650462
2017,4,113650524
2017,4,113650588
2017,4,113651337
2017,4,113651430
2017,4,113651485
2017,4,113651648
2017,4,113651841
2017,4,113651872
2017,3,117546810
2017,1,117546808
2017,3,117546808
2017,4,113652475
2017,4,113652659
2017,4,113652756
2017,1,113652802
2017,4,113653418
2017,4,117546966
2017,4,113654834
2017,4,113655100
2017,4,113655210
2017,4,113655263
2017,4,114982619
2017,4,117547243
2017,4,113656208
2017,4,114982671
2017,4,113656345
2017,4,113656348
2017,4,113656578
2017,4,113656634
2017,4,113656729
2017,4,113658006
2017,4,113658106
2017,4,113658103
2017,4,113658191
2017,4,113659482
2017,4,113659754
2017,4,113659869
2017,4,114982750
2017,4,113660438
2017,4,113660437
2017,4,113660797
2017,4,114982753
2017,4,113661009
2017,4,113661341
2017,4,113661532
2017,3,113661561
2017,3,113661557
2017,4,113661720
2017,4,117547488
2017,4,113662049
2017,4,113662537
2017,4,113662542
2017,3,113662708
2017,3,113662713
2017,3,113662925
2017,3,113662927
2017,3,113663087
2017,4,117547954
2017,1,118354599
2017,4,118355718
2017,2,118356129
2017,4,118356130
2017,4,118356333
2017,4,118356515
2017,4,118357102
2017,4,118357216
2017,4,118357559
2017,3,118357677
2017,3,118357678
2017,4,118358110
2017,4,118358328
2017,4,118358956
2017,4,118358953
2017,4,118359117
2017,4,118359572
2017,4,118359986
2017,4,118360106
2017,4,118360455
2017,4,118360518
2017,4,118361528
2017,4,118361597
2017,4,118361815
2017,3,113121527
2017,4,113121569
2017,3,113121609
2017,3,113121951
2017,4,113122056
2017,3,113122520
2017,4,113122875
2017,4,113122997
2017,4,113123336
2017,4,113123357
2017,4,113123554
2017,4,113123955
2017,4,113123965
2017,4,113124334
2017,4,113124588
2017,4,113124584
2017,4,113124626
2017,4,113124664
2017,4,113124658
2017,4,113126839
2017,4,113130252
2017,4,113131476
2017,4,113131778
2017,4,113131783
2017,4,113132240
2017,4,113132407
2017,4,113132449
2017,1,113133023
2017,3,113133023
2017,4,113133725
2017,4,113133740
2017,4,113134506
2017,4,113134566
2017,4,113134594
2017,4,113134633
2017,4,113134827
2017,4,113135348
2017,4,113135969
2017,4,113136744
2017,4,113137047
2017,1,113137384
2017,3,113137384
2017,4,113138755
2017,3,113138900
2017,4,113138908
2017,3,113139047
2017,4,113139050
2017,4,113139683
2017,4,113139709
2017,4,113139819
2017,1,113140199
2017,3,113140362
2017,4,113140915
2017,4,113140914
2017,4,113142315
2017,1,113142901
2017,3,113142901
2017,4,113143513
2017,4,113143802
2017,4,113143833
2017,4,113143830
2017,4,113144404
2017,4,113144818
2017,4,113144995
2017,4,113145065
2017,4,113145592
2017,3,113145943
2017,4,113146250
2017,4,113146440
2017,4,113149472
2017,4,113149622
2017,4,113149657
2017,4,113149891
2017,4,113149928
2017,4,113150078
2017,4,113150195
2017,4,113150834
2017,4,113150902
2017,4,113151921
2017,4,113152908
2017,4,113153119
2017,3,113154321
2017,3,113154314
2017,4,113595358
2017,4,113595562
2017,4,113595882
2017,4,113596007
2017,4,113595974
2017,4,113596403
2017,4,113596667
2017,4,113596703
2017,3,113596749
2017,4,113596762
2017,4,113596966
2017,4,113597009
2017,4,113597055
2017,4,113597175
2017,4,113597448
2017,4,113597521
2017,4,113597539
2017,4,113597550
2017,4,113597621
2017,4,113597649
2017,4,113598057
2017,3,113598082
2017,4,115439908
2017,4,113598896
2017,4,115440190
2017,4,115440239
2017,4,115440243
2017,4,113599512
2017,4,113599551
2017,4,113599754
2017,3,115440466
2017,1,113599928
2017,4,113600097
2017,4,113600303
2017,4,113600361
2017,4,113600362
2017,4,113600376
2017,4,113600468
2017,4,113600525
2017,1,115440736
2017,4,115440851
2017,4,115440958
2017,4,115441001
2017,4,115441116
2017,4,113601184
2017,3,115441134
2017,4,113601589
2017,4,113601680
2017,4,113601758
2017,4,113601832
2017,4,113601867
2017,4,113601889
2017,4,113602049
2017,4,113601998
2017,4,113601996
2017,4,113602134
2017,4,113602174
2017,4,115441434
2017,4,113602320
2017,4,113602342
2017,4,113602339
2017,4,113602456
2017,4,115441590
2017,4,113602541
2017,4,113602545
2017,4,113602575
2017,4,113602627
2017,4,113602635
2017,4,115441689
2017,4,115441684
2017,4,113597455
2017,4,113597461
2017,4,113597643
2017,4,113598081
2017,4,113598086
2017,4,113598927
2017,4,113599605
2017,4,113599650
2017,4,113600363
2017,4,113601022
2017,4,113601645
2017,4,113601727
2017,4,113601821
2017,4,113601880
2017,4,113602054
2017,4,113602137
2017,4,113615917
2017,4,113615987
2017,2,113616047
2017,4,113616087
2017,4,113616088
2017,4,113616128
2017,3,113616226
2017,3,113616224
2017,4,113616236
2017,4,113616367
2017,2,113616406
2017,4,113616426
2017,4,113616455
2017,4,113616496
2017,4,113616490
2017,4,113616560
2017,2,113616623
2017,4,113616830
2017,4,113616868
2017,4,113616987
2017,4,113617014
2017,4,113617075
2017,4,113617149
2017,4,113617164
2017,4,113618296
2017,4,113618313
2017,4,113618336
2017,4,113618339
2017,3,113618357
2017,3,113618359
2017,4,113618690
2017,4,113618693
2017,4,113618764
2017,4,113618766
2017,4,113618777
2017,4,113619173
2017,4,113619174
2017,4,113619646
2017,4,113620486
2017,4,113620483
2017,4,113620839
2017,4,113621290
2017,3,113622013
2017,3,113622017
2017,4,113622349
2017,3,113622617
2017,4,113622689
2017,4,113623131
2017,4,113623178
2017,4,113623610
2017,4,113623704
2017,4,113623787
2017,4,113623896
2017,3,113623915
2017,3,113623916
2017,4,113624995
2017,4,113625381
2017,4,113626152
2017,4,113626180
2017,4,113626192
2017,3,113626651
2017,3,113626914
2017,3,113626916
2017,1,113626954
2017,4,113627665
2017,4,113628004
2017,4,113628133
2017,4,113628258
2017,3,113628297
2017,3,113628299
2017,3,113628382
2017,3,113628379
2017,4,113628489
2017,4,113628720
2017,4,113628966
2017,4,113629013
2017,4,113629010
2017,3,113629124
2017,3,113629121
2017,4,113629505
2017,1,113629488
2017,3,113629488
2017,4,113630311
2017,4,113630710
2017,3,113630944
2017,4,113631010
2017,4,113631053
2017,4,113631123
2017,3,113631644
2017,4,113631845
2017,1,113632091
2017,4,113632256
2017,4,113632360
2017,4,113632363
2017,3,113633260
2017,4,113633436
2017,4,113633452
2017,4,113633559
2017,4,113633573
2017,4,113633640
2017,4,113633704
2017,4,113633731
2017,4,113633726
2017,4,113122711
2017,4,113123330
2017,3,113123700
2017,3,113123753
2017,4,113124542
2017,4,113125230
2017,4,113125562
2017,1,113126283
2017,4,113126852
2017,4,113126895
2017,3,113127216
2017,4,113127366
2017,4,113127959
2017,4,113128251
2017,4,113128874
2017,3,113129206
2017,4,113129680
2017,4,113129972
2017,4,113130035
2017,4,113130876
2017,4,113131625
2017,3,113131886
2017,4,113132265
2017,4,113132447
2017,4,113132456
2017,4,113132455
2017,1,113133030
2017,3,113133030
2017,4,113134164
2017,3,113134474
2017,4,113135367
2017,3,113136040
2017,4,113136849
2017,4,113137044
2017,4,113137235
2017,4,113137360
2017,4,113138598
2017,4,113138666
2017,4,113139702
2017,4,113139748
2017,4,113139801
2017,4,113140197
2017,4,113140382
2017,4,113141833
2017,4,113141878
2017,4,113142449
2017,4,113142838
2017,4,113142927
2017,3,113143809
2017,3,113143810
2017,3,113143817
2017,3,113143816
2017,4,113144070
2017,4,113144410
2017,4,113144810
2017,4,113144834
2017,4,113145009
2017,4,113146399
2017,4,113147017
2017,4,113147347
2017,4,113148008
2017,4,113149463
2017,4,113149708
2017,4,113149829
2017,4,113150074
2017,4,113150075
2017,4,113150388
2017,4,113150865
2017,4,113150962
2017,4,113152425
2017,4,113153154
2017,4,113153152
2017,1,113153204
2017,3,113153765
2017,3,113153805
2017,1,113153927
2017,4,113615910
2017,4,113615960
2017,4,113615978
2017,4,113615975
2017,4,113615982
2017,1,113616039
2017,3,113616039
2017,4,113616078
2017,4,113616119
2017,3,113616229
2017,3,113616230
2017,3,113616234
2017,3,113616233
2017,4,113616332
2017,4,113616365
2017,4,113616408
2017,4,113616515
2017,3,113616663
2017,1,113616722
2017,3,113616722
2017,4,113616811
2017,4,113616846
2017,4,113616952
2017,4,113616953
2017,4,113617005
2017,4,113616998
2017,4,113617188
2017,4,113617182
2017,4,113618062
2017,4,113618756
2017,3,113619081
2017,4,113619253
2017,4,121695618
2017,3,121696986
2017,4,121252918
2017,3,121252958
2017,3,121252964
2017,3,121252955
2017,4,121253356
2017,4,121255555
2017,4,121255578
2017,4,121255598
2017,4,121255632
2017,3,121255769
2017,4,121256007
2017,1,121261918
2017,4,121263114
2017,3,121263824
2017,4,121263863
2017,4,121264673
2017,4,121264724
2017,4,121264760
2017,1,121264794
2017,4,121266442
2017,4,121267475
2017,4,121267550
2017,4,121267620
2017,4,121267706
2017,4,121269676
2017,4,121270876
2017,4,121272380
2017,4,121273101
2017,4,121273251
2017,1,121280113
2017,4,121280444
2017,4,121280447
2017,3,121280752
2017,3,121280751
2017,3,121280772
2017,3,121280774
2017,4,120002295
2017,4,120002297
2017,4,120002397
2017,4,120002470
2017,3,120003114
2017,4,120003414
2017,4,120003550
2017,4,120003594
2017,4,120003598
2017,4,120003641
2017,4,120003836
2017,4,120004100
2017,3,120005290
2017,1,120005384
2017,4,120005532
2017,4,120005577
2017,4,120005641
2017,4,120005705
2017,4,120006201
2017,4,120006232
2017,4,120006345
2017,4,120006437
2017,4,120006750
2017,4,120006773
2017,4,120007068
2017,4,120007138
2017,4,120007188
2017,4,120007224
2017,4,120007221
2017,2,120007429
2017,1,120007532
2017,4,120007584
2017,4,120007837
2017,4,120008032
2017,4,120008193
2017,3,120008257
2017,3,120008256
2017,4,120008327
2017,3,120008388
2017,4,120008610
2017,1,120008656
2017,3,120008656
2017,4,120008687
2017,4,120008893
2017,4,120008897
2017,3,120009114
2017,3,120009190
2017,4,120010255
2017,4,120010338
2017,4,120010419
2017,4,120010475
2017,4,120010588
2017,4,120010645
2017,4,120010710
2017,4,120010910
2017,4,120010909
2017,4,120011168
2017,4,120011306
2017,4,120011308
2017,4,120011373
2017,4,120011608
2017,4,120011642
2017,4,120011693
2017,4,120012182
2017,4,120012186
2017,4,120012294
2017,4,120012509
2017,4,120012619
2017,4,120012784
2017,4,120012903
2017,4,120013431
2017,4,120013629
2017,4,120013939
2017,4,120014022
2017,4,120014368
2017,4,120014371
2017,4,120014768
2017,4,120014833
2017,4,120014964
2017,4,120015402
2017,4,120015438
2017,4,120015656
2017,4,120015658
2017,4,120015737
2017,4,120015831
2017,4,120015827
2017,4,120016043
2017,4,120016317
2017,4,120016972
2017,4,120017144
2017,4,120017271
2017,4,120017292
2017,1,120017407
2017,4,120017713
2017,4,120017767
2017,4,120017798
2017,4,120018101
2017,4,120018297
2017,4,120018478
2017,4,120018496
2017,4,120018631
2017,4,120018904
2017,4,120019145
2017,4,120019158
2017,4,120019246
2017,4,120019664
2017,4,120019702
2017,4,120019885
2017,4,120019881
2017,4,121237700
2017,4,121239515
2017,4,121239510
2017,4,121239559
2017,4,121239627
2017,4,121240888
2017,4,121241647
2017,4,121242612
2017,4,121242619
2017,4,121243099
2017,4,121243332
2017,4,121243359
2017,4,121243686
2017,4,121243913
2017,4,121243963
2017,3,121244009
2017,3,121244013
2017,4,121248233
2017,4,121248417
2017,4,121250021
2017,4,121251292
2017,4,121251524
2017,4,121251792
2017,4,121674128
2017,4,121674925
2017,4,121676775
2017,4,121676777
2017,4,121689869
2017,4,121665843
2017,4,121666248
2017,4,121666250
2017,4,121667158
2017,4,121667836
2017,4,121666276
2017,4,120442384
2017,4,120443135
2017,4,120443138
2017,4,120443776
2017,4,120445461
2017,1,120445497
2017,4,120445663
2017,4,120445922
2017,4,121664640
2017,4,121664638
2017,4,121237717
2017,4,120429044
2017,4,120429045
2017,4,120429570
2017,1,120429992
2017,4,120430221
2017,4,120430254
2017,4,120430659
2017,4,120430803
2017,3,120430846
2017,4,120431198
2017,3,120431954
2017,3,120431958
2017,1,120432290
2017,4,120432662
2017,4,120432734
2017,4,120433007
2017,4,120433033
2017,4,120433143
2017,4,120433314
2017,4,120433927
2017,4,120434089
2017,4,120434375
2017,4,120434693
2017,4,120434830
2017,4,120434835
2017,4,120434988
2017,4,120435048
2017,4,120435234
2017,4,120435280
2017,4,120435481
2017,4,120435473
2017,4,120435779
2017,4,120435777
2017,4,120435858
2017,4,120435977
2017,4,120436438
2017,4,120437347
2017,4,120438334
2017,4,120439826
2017,4,120442322
2017,4,120442399
2017,3,120442621
2017,3,120442622
2017,4,120442692
2017,3,120443052
2017,3,120443053
2017,3,120443681
2017,4,120443774
2017,4,120443770
2017,4,120443773
2017,4,120443889
2017,4,120443887
2017,3,120444503
2017,3,120444504
2017,4,120444573
2017,4,120444697
2017,4,120444690
2017,4,120444743
2017,4,120446214
2017,4,120446229
2017,4,120002503
2017,4,120002532
2017,4,120002985
2017,4,120003104
2017,4,120003135
2017,3,120003468
2017,3,120003472
2017,4,120003557
2017,4,120003627
2017,4,120003866
2017,4,120003920
2017,3,120005021
2017,4,120005076
2017,4,120005593
2017,4,120005807
2017,4,120006219
2017,3,120007451
2017,4,120007649
2017,4,120007644
2017,4,120007691
2017,4,120007692
2017,4,120007686
2017,3,120007744
2017,4,120007767
2017,4,120007770
2017,4,120007820
2017,4,120007817
2017,4,120007937
2017,4,120008007
2017,4,120008248
2017,4,120008273
2017,4,120008320
2017,4,120008419
2017,4,120008418
2017,2,120008454
2017,4,120008450
2017,2,120008467
2017,4,120008466
2017,4,120008468
2017,2,120008465
2017,4,120008619
2017,1,120008798
2017,4,120008919
2017,4,120008943
2017,4,120009076
2017,4,120009155
2017,4,120009165
2017,3,120010334
2017,4,120010504
2017,4,120010498
2017,4,120010533
2017,4,120010569
2017,4,120010587
2017,4,120010637
2017,4,120010684
2017,3,120010874
2017,4,120010901
2017,4,120010932
2017,4,120010931
2017,4,120011062
2017,4,120011112
2017,4,120011220
2017,4,120011298
2017,4,120011320
2017,4,120011566
2017,4,120012631
2017,4,120013413
2017,3,120013749
2017,4,120013831
2017,4,120014241
2017,4,120014280
2017,4,120014274
2017,4,120014277
2017,4,120014278
2017,4,120014389
2017,4,120014402
2017,4,120014404
2017,4,120014407
2017,4,120014483
2017,3,120014769
2017,3,120015216
2017,3,120015218
2017,4,120015513
2017,4,120015645
2017,4,120015752
2017,4,120015888
2017,4,120016280
2017,4,120016688
2017,3,120016580
2017,4,120016875
2017,4,120016903
2017,4,120017176
2017,4,120017273
2017,4,120017274
2017,4,120017296
2017,4,120017307
2017,4,120017821
2017,4,120018256
2017,3,120018534
2017,4,120018621
2017,4,120018894
2017,3,120018936
2017,3,120018931
2017,4,120019073
2017,4,120019234
2017,1,120019449
2017,4,120019732
2017,4,120019766
2017,4,120019869
2017,4,120020156
2017,3,120020463
2017,1,120020556
2017,3,120020556
2017,1,120020557
2017,3,120020557
2017,4,120020832
2017,4,120020962
2017,4,120021140
2017,3,120022104
2017,3,120022223
2017,4,120022293
2017,4,120022327
2017,4,120022391
2017,2,120022538
2017,4,120022804
2017,3,120022868
2017,4,120023480
2017,1,120023622
2017,4,120023673
2017,4,120024167
2017,4,120024273
2017,4,120024530
2017,4,120024676
2017,4,120024877
2017,4,120024876
2017,4,120025060
2017,4,120025093
2017,4,120025291
2017,4,120025506
2017,4,120025872
2017,4,120026138
2017,4,120026364
2017,4,120026405
2017,4,120026676
2017,4,120026691
2017,4,120026911
2017,4,120026996
2017,4,120027305
2017,4,120027388
2017,4,120027501
2017,4,120027793
2017,4,120028216
2017,4,120028221
2017,4,120028368
2017,4,120028369
2017,4,120028553
2017,4,120028555
2017,4,120028595
2017,4,120028658
2017,4,120029041
2017,4,120029229
2017,4,120029265
2017,4,120029650
2017,4,120029689
2017,1,120029728
2017,4,120029878
2017,4,120029934
2017,4,120030232
2017,4,120030447
2017,4,120031084
2017,4,120031137
2017,3,120031163
2017,3,120031165
2017,3,120031164
2017,4,120031478
2017,4,120031563
2017,3,120031632
2017,1,120031879
2017,4,120032016
2017,4,120032055
2017,4,120032218
2017,4,120032471
2017,4,120033141
2017,4,120033258
2017,4,120033284
2017,4,120033624
2017,4,120033776
2017,4,120033946
2017,4,120034125
2017,4,120034129
2017,3,120034598
2017,1,120034842
2017,4,120035234
2017,4,120036045
2017,4,120036041
2017,3,120036135
2017,1,120037506
2017,4,120037641
2017,4,120038035
2017,4,120038071
2017,3,120038661
2017,4,121237836
2017,4,121237927
2017,1,121238288
2017,4,121239514
2017,4,121239517
2017,4,121239520
2017,4,121239522
2017,4,121239554
2017,4,121241577
2017,4,121242138
2017,4,121243454
2017,4,121243679
2017,4,121243680
2017,4,121243795
2017,4,121243945
2017,4,121248033
2017,4,121248209
2017,4,121248750
2017,4,121243069
2017,4,121243355
2017,4,121243423
2017,4,121243495
2017,4,121243536
2017,4,121243915
2017,4,121243922
2017,4,121244073
2017,4,121248170
2017,4,121248167
2017,4,121248421
2017,4,121248733
2017,4,121251288
2017,4,121251527
2017,4,121251764
2017,3,121253358
2017,4,121253946
2017,4,121255594
2017,4,121255755
2017,4,121255786
2017,3,121255792
2017,3,121255796
2017,4,121255831
2017,4,121255997
2017,4,121257538
2017,4,121257825
2017,1,121263086
2017,1,121263093
2017,4,121263842
2017,4,120036234
2017,4,120036360
2017,4,120037398
2017,4,120037590
2017,4,120038072
2017,4,120038152
2017,4,120038247
2017,3,120038575
2017,3,120038605
2017,4,120038804
2017,4,120036139
2017,3,120036204
2017,4,120036289
2017,4,120036287
2017,4,120036697
2017,4,120037567
2017,4,120037591
2017,4,120037677
2017,4,120038107
2017,3,120038106
2017,4,120038221
2017,4,120038259
2017,3,120038721
2017,4,121267699
2017,4,121270800
2017,4,121271352
2017,3,121273080
2017,3,121273076
2017,4,121275644
2017,4,121275643
2017,4,121275641
2017,4,121275677
2017,4,121275672
2017,4,121275668
2017,4,121278918
2017,4,121279525
2017,1,121279547
2017,4,121280385
2017,4,120462477
2017,4,120463057
2017,4,120463098
2017,2,120463259
2017,4,120463616
2017,4,120463617
2017,4,120464249
2017,4,120465105
2017,3,120465115
2017,3,120465113
2017,4,120465210
2017,4,120465254
2017,4,120465908
2017,4,120465913
2017,4,120465928
2017,4,120465909
2017,4,120465919
2017,4,120002225
2017,4,120002326
2017,4,120002332
2017,3,120002477
2017,3,120002475
2017,4,120002636
2017,4,120002997
2017,4,120003314
2017,4,120003351
2017,4,120003367
2017,4,120003463
2017,4,120003579
2017,4,120003673
2017,4,120003686
2017,4,120003736
2017,4,120004097
2017,4,120004738
2017,4,120004792
2017,4,120004982
2017,4,120005224
2017,4,120005309
2017,4,120013912
2017,4,120013952
2017,3,120014036
2017,4,120014244
2017,4,120014383
2017,4,120014835
2017,4,120015236
2017,4,120015442
2017,4,120015496
2017,4,120015594
2017,4,120015862
2017,4,120015864
2017,1,120015932
2017,4,120016057
2017,4,120016062
2017,4,120016129
2017,4,120016160
2017,4,120016300
2017,4,120016289
2017,4,120016361
2017,4,120016606
2017,4,120016997
2017,4,120017104
2017,4,120017258
2017,4,120017327
2017,4,120017404
2017,4,120018278
2017,4,120018339
