"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2017,101548063,7,100,,107918378
2017,101548063,24,300,,107918373
2017,102608386,3,1500,,109301952
2017,102608376,3,1500,14-MAY-17,109301947
2017,102608924,10,,,109302620
2017,103575520,36,390,,110545088
2017,102608924,11,5,,109302622
2017,103575520,16,100,,110545090
2017,102609612,8,57,,109303487
2017,102609701,21,274,,109303574
2017,103575520,17,100,,110545092
2017,102610202,3,100,24-JAN-17,109304157
2017,102610208,3,100,,109304162
2017,103575785,52,0,,110545457
2017,102611099,11,5,,109305303
2017,102611099,10,,,109305298
2017,102611677,7,1140,,109306027
2017,102611677,63,25,,109306030
2017,102611677,61,197,,109306028
2017,102611677,47,0,,109306033
2017,102611956,63,250,,109306370
2017,102612156,20,1158,,109306622
2017,102612183,25,25,27-DEC-17,109306657
2017,102612183,9,0,27-DEC-17,109306663
2017,102612189,9,0,,109306673
2017,102612189,51,0,,109306675
2017,102612183,51,0,27-DEC-17,109306667
2017,102612189,47,0,,109306681
2017,102612614,37,2000,,109307206
2017,102612611,37,2000,20-NOV-17,109307198
2017,102613097,63,1289,,109307803
2017,102613223,10,100,,109307942
2017,102614688,3,5000,,109309720
2017,102614809,31,300,,109309850
2017,102615478,36,300,,109310580
2017,102617240,10,,,109312633
2017,102617240,11,59,,109312634
2017,102617280,25,600,,109312692
2017,102617960,7,579,,109313432
2017,102618144,13,600,,109313651
2017,102618756,63,54,,109314437
2017,102618606,10,,,109314240
2017,102618606,11,5,,109314241
2017,102618781,10,,,109314463
2017,102619675,4,150,,109315604
2017,101548063,20,50,,107918379
2017,101548268,63,150,24-OCT-17,107918635
2017,101548278,63,2000,,107918648
2017,101548541,3,80,,107918990
2017,101548545,16,45,,107918993
2017,101548848,7,500,01-AUG-17,107919428
2017,101548846,23,500,,107919421
2017,101548846,35,200,,107919427
2017,101548852,7,500,,107919433
2017,101548852,20,150,,107919437
2017,101549032,63,2,,107919649
2017,101549032,9,0,,107919654
2017,101549113,63,200,,107919747
2017,101549128,20,1000,,107919768
2017,101549564,20,600,,107920303
2017,101549564,19,584,,107920305
2017,101549929,10,,,107920692
2017,101550202,11,3,,107921033
2017,101550202,10,,,107921029
2017,101550560,10,,,107921482
2017,101550740,63,1,,107921730
2017,101550946,22,0,,107921964
2017,101527682,3,25000,,107891243
2017,102620955,20,1808,,109317323
2017,101527605,4,150,,107891134
2017,101528781,3,2000,,107892690
2017,101529109,10,,,107893095
2017,102626180,10,,,109323720
2017,101529364,63,50,,107893472
2017,101529359,63,50,10-AUG-17,107893470
2017,101529374,11,2,,107893489
2017,102627568,11,17,,109325326
2017,101529598,3,32000,,107893809
2017,102627568,10,,,109325322
2017,101529766,36,323,,107894033
2017,101529766,66,55,,107894043
2017,101529766,6,125,,107894038
2017,101529766,25,60,,107894040
2017,101529785,6,8,,107894067
2017,101529785,63,91,,107894058
2017,101530200,4,150,,107894589
2017,101530615,20,40,,107895119
2017,102628039,13,750,,109325871
2017,101530798,7,2000,,107895360
2017,101530882,10,,,107895462
2017,101530882,11,1,,107895463
2017,102628032,13,750,03-JAN-18,109325867
2017,101530975,21,1335,,107895583
2017,102628064,13,700,,109325898
2017,101531513,35,200,,107896270
2017,101531577,10,,,107896345
2017,101531577,11,1,,107896346
2017,101532457,47,0,,107897468
2017,102628137,21,1,,109325997
2017,102628137,2,15,,109325995
2017,102628137,38,150,,109325991
2017,102628137,9,0,,109325999
2017,101533028,61,530,,107898182
2017,101533122,19,590,,107898306
2017,101533240,10,,,107898464
2017,101533477,63,150,15-OCT-17,107898735
2017,101533480,63,150,,107898739
2017,101533724,7,200,,107899036
2017,101533724,6,100,,107899037
2017,101533804,10,,,107899144
2017,102628635,20,98,,109326631
2017,101534192,38,400,,107899653
2017,101534539,20,17500,,107900121
2017,101535059,26,180,,107900845
2017,101535059,63,1057,,107900843
2017,101535240,16,325,,107901099
2017,101535240,36,300,,107901098
2017,101535238,16,200,,107901097
2017,101535446,19,76,,107901373
2017,101535544,63,25,,107901504
2017,101535540,63,25,27-OCT-17,107901494
2017,101535584,25,265,,107901561
2017,101535931,37,200,,107902036
2017,101536032,65,25,,107902170
2017,101536032,20,140,,107902162
2017,101536032,10,4,,107902171
2017,101536032,26,200,,107902155
2017,101536206,63,1000,,107902419
2017,102628715,20,1000,,109326741
2017,102628715,19,83,,109326743
2017,102628787,20,73,,109326835
2017,102628878,20,245,,109326961
2017,102628892,6,25,,109326975
2017,102628892,19,6,,109326980
2017,102628892,7,10,,109326978
2017,102628892,63,2,,109326981
2017,101536853,22,0,,107903256
2017,101537586,10,,,107904187
2017,101538097,63,350,,107904852
2017,101538097,13,200,,107904854
2017,101538579,3,200,,107905479
2017,101540097,25,2,,107907618
2017,101540316,63,1,,107907913
2017,101541413,35,5000,,107909383
2017,101541563,10,,,107909604
2017,101541563,11,65,,107909605
2017,101542123,20,25,,107910377
2017,101542214,20,91,,107910482
2017,101542364,10,,,107910722
2017,101542529,11,7,,107910971
2017,101542529,10,,,107910962
2017,102629788,37,3000,,109328144
2017,102638624,9,0,,109338898
2017,102638624,25,100,,109338897
2017,102639079,3,1500,,109339466
2017,102639120,21,70,,109339500
2017,101543131,10,,,107911865
2017,102639290,10,,,109339705
2017,101544061,10,,,107913134
2017,101544485,16,1,,107913693
2017,101544815,22,0,,107914144
2017,101533750,63,40,,107899073
2017,101534332,3,41000,,107899846
2017,101535030,63,200,,107900798
2017,101535073,63,250,,107900861
2017,101535178,61,25,,107901022
2017,101535178,63,150,,107901015
2017,101535178,25,25,,107901019
2017,101535702,11,25,,107901723
2017,101535702,10,,,107901714
2017,101535723,10,,,107901755
2017,101535753,10,,,107901792
2017,101537556,11,40,,107904158
2017,101537556,10,,,107904154
2017,101538153,36,100,,107904948
2017,101538153,20,100,,107904946
2017,101538153,13,400,,107904943
2017,101538594,16,250,,107905508
2017,101538722,63,300,,107905661
2017,101539227,36,540,,107906363
2017,101539227,54,1130,,107906366
2017,102256053,12,400,,108836656
2017,102256475,20,20,,108837236
2017,102256914,3,5,08-NOV-17,108837803
2017,102256919,3,5,,108837808
2017,102257138,10,,,108838052
2017,102257224,3,200,,108838171
2017,102257299,7,700,,108838274
2017,102257407,16,80,,108838423
2017,102257407,36,448,,108838418
2017,102257502,10,,,108838530
2017,102257582,6,5,02-DEC-17,108838642
2017,102257582,36,55,03-DEC-17,108838627
2017,102257592,61,20,,108838653
2017,102257592,63,80,,108838651
2017,102257592,36,55,,108838647
2017,102257582,63,80,02-DEC-17,108838634
2017,102257592,6,5,,108838655
2017,102257582,61,20,03-DEC-17,108838639
2017,102257626,46,520,,108838696
2017,102257712,8,65,,108838802
2017,102258403,10,,,108839632
2017,102258403,11,30,,108839644
2017,102258437,37,500,,108839694
2017,102258437,3,250,,108839695
2017,102258614,38,9,,108839935
2017,102258608,38,9,15-NOV-17,108839927
2017,102258841,16,100,,108840214
2017,102258846,63,50,,108840219
2017,102259430,11,5,,108840901
2017,102259430,10,,,108840900
2017,102259460,31,2000,,108840944
2017,102259461,20,3000,,108840945
2017,102259918,20,33,,108841455
2017,102259979,13,765,,108841524
2017,102260232,22,0,,108841830
2017,102260240,64,500,,108841846
2017,102260654,38,10,,108842349
2017,102260722,3,300,,108842433
2017,102270919,10,,,108856149
2017,102271104,63,150,,108856416
2017,102271103,35,200,,108856414
2017,102271104,2,50,,108856418
2017,102271115,10,,,108856428
2017,102272044,10,,,108857650
2017,102272138,10,,,108857776
2017,102272202,10,,,108857868
2017,102272453,64,800,,108858209
2017,102272537,6,71,15-DEC-17,108858320
2017,102272541,26,600,,108858322
2017,102272541,6,71,,108858323
2017,102272606,6,80,22-DEC-17,108858405
2017,102272612,6,80,,108858414
2017,102272666,36,15,29-DEC-17,108858477
2017,102272673,36,15,,108858484
2017,102273106,6,150,,108859046
2017,102273106,63,780,,108859043
2017,102273368,11,5,,108859404
2017,102273368,10,,,108859401
2017,102274115,20,534,,108860391
2017,96783764,36,2575,,101705488
2017,96784398,28,1000,,101706352
2017,96784806,62,9000,,101706917
2017,96784868,20,197,,101707011
2017,96784868,63,50,,101707012
2017,96761402,10,,,101676628
2017,96761402,11,1,,101676632
2017,96761454,26,100,,101676691
2017,96761486,3,15000,,101676732
2017,96762174,20,100,,101677615
2017,96762249,63,1000,,101677725
2017,96762489,7,656,,101678021
2017,96762499,20,300,,101678038
2017,96762814,51,0,,101678441
2017,96764186,63,2,,101680127
2017,96765363,38,1,,101681793
2017,96765962,61,100,03-JAN-17,101682608
2017,96765963,61,100,,101682617
2017,96765959,16,1000,,101682602
2017,96766431,7,1000,,101683224
2017,99320067,29,1100,,105040748
2017,99320380,63,40,,105041153
2017,99320380,20,5,,105041155
2017,99320380,6,225,,105041148
2017,99321133,63,1,,105042141
2017,99321127,9,0,24-JUL-17,105042135
2017,99321127,63,1,24-JUL-17,105042132
2017,99321122,3,350,,105042128
2017,99321133,9,0,,105042143
2017,99321278,6,16,,105042347
2017,99321278,63,200,,105042340
2017,99321518,20,503,,105042702
2017,96768170,13,350,,101685527
2017,96771022,3,5000,,101689214
2017,96786694,20,180,,101709359
2017,96786755,20,1500,,101709425
2017,96786879,20,849,,101709573
2017,96759597,42,100,,101674191
2017,96760316,10,,,101675151
2017,96760308,35,1500,,101675147
2017,96772782,36,725,,101691484
2017,96773151,11,10,,101691994
2017,96773151,10,,,101691992
2017,96773590,63,50,,101692580
2017,96775027,19,5,,101694507
2017,96775050,20,69,,101694534
2017,96775163,51,0,,101694668
2017,96775275,30,50,,101694797
2017,96775919,9,0,,101695642
2017,96775919,51,0,,101695645
2017,96775919,25,25,,101695638
2017,96775967,60,478,,101695720
2017,96775967,13,2099,,101695717
2017,96775967,17,1000,,101695715
2017,96775984,26,260,,101695740
2017,96776290,20,280,,101696168
2017,96776290,8,7390,,101696165
2017,97135325,11,1,,102168529
2017,97135325,10,,,102168528
2017,97135439,6,148,,102168674
2017,97135670,11,1,,102168977
2017,97136060,10,,,102169481
2017,97136728,51,0,,102170359
2017,97136752,26,187,,102170387
2017,97136848,35,425,,102170507
2017,97137819,6,75,,102171851
2017,97138388,6,3,,102172648
2017,97138387,63,3,10-FEB-17,102172647
2017,97138388,63,3,,102172649
2017,97138387,6,3,10-FEB-17,102172646
2017,97138783,8,889,,102173217
2017,97139195,10,,,102173779
2017,97139560,3,200,,102174297
2017,97139579,36,2000,,102174319
2017,97139738,25,500,,102174525
2017,97140295,6,175,,102175195
2017,97140301,25,30,,102175204
2017,97140846,22,0,,102175892
2017,97794654,3,5000,,103039277
2017,97794693,63,50,,103039326
2017,97794693,8,50,,103039327
2017,97794693,66,20,,103039331
2017,97794693,36,40,,103039328
2017,97794732,63,625,,103039379
2017,97794732,24,200,,103039381
2017,97795549,61,20,,103040531
2017,97795591,19,128,03-APR-17,103040584
2017,97795596,19,128,,103040588
2017,97795696,6,25,,103040721
2017,97795724,26,400,,103040779
2017,97795750,20,5,,103040813
2017,97795773,19,6,23-APR-17,103040841
2017,97795778,19,6,,103040846
2017,97795842,61,145,,103040928
2017,102280469,19,34,,108868822
2017,97796531,24,400,,103041866
2017,97796762,42,400,,103042190
2017,97796920,3,100,,103042420
2017,97796979,22,0,,103042506
2017,97797174,54,450,,103042817
2017,97797322,19,5,,103043025
2017,97797331,38,400,,103043030
2017,97797397,38,500,,103043135
2017,97797397,3,500,,103043133
2017,97797479,29,100,,103043232
2017,97797479,34,75,,103043237
2017,97797489,3,1000,,103043250
2017,97797506,4,490,,103043268
2017,97797601,3,5000,,103043389
2017,97797597,63,3000,,103043381
2017,97797601,36,1000,,103043393
2017,97797605,13,500,,103043402
2017,97797807,38,100,,103043688
2017,97798956,12,30000,,103045260
2017,97799051,38,41,,103045406
2017,97799048,38,41,22-FEB-17,103045403
2017,97799630,36,1450,,103046159
2017,97799630,63,410,,103046162
2017,102280748,50,29,,108869187
2017,102280775,61,300,,108869215
2017,97799968,3,18000,,103046618
2017,97800155,3,1000,16-MAR-17,103046878
2017,97800161,3,1000,,103046885
2017,97800191,3,10000,19-MAR-17,103046926
2017,97800200,61,650,,103046938
2017,97800200,7,800,,103046936
2017,97800200,25,20,,103046940
2017,97800200,3,10000,,103046933
2017,97800237,63,50,,103046987
2017,97800245,63,300,,103047001
2017,102280830,10,,,108869286
2017,97800415,59,1,,103047205
2017,97801079,24,4000,,103048079
2017,97801096,51,0,,103048100
2017,97801096,63,1,,103048099
2017,97801543,11,5,,103048664
2017,97801608,3,3500,,103048762
2017,97801671,20,200,,103048841
2017,97801731,29,150,,103048922
2017,97801995,15,35000,,103049282
2017,97802130,20,17500,,103049488
2017,97802204,8,1090,,103049611
2017,97802286,36,1108,,103049725
2017,97802363,52,0,,103049842
2017,98606315,10,,,104097161
2017,97802590,47,0,,103050138
2017,97802610,26,149,,103050153
2017,97802610,63,88,,103050164
2017,97802610,36,599,,103050149
2017,97802610,6,175,,103050151
2017,97802658,20,445,,103050228
2017,97802674,51,0,,103050248
2017,97802673,35,150,,103050246
2017,97802706,63,10,,103050289
2017,97802706,35,15,,103050288
2017,97802702,3,500,,103050283
2017,97802729,20,150,,103050322
2017,97802769,63,500,,103050376
2017,97802785,61,800,,103050388
2017,97803103,20,300,,103050876
2017,97803103,16,372,,103050874
2017,97803208,20,20,,103051012
2017,97803215,8,97,,103051019
2017,97803234,19,42,,103051034
2017,97803239,10,,,103051045
2017,97803287,60,160,,103051101
2017,97803287,12,350,,103051097
2017,97803287,36,40,,103051103
2017,97803298,20,1,,103051114
2017,97803604,13,1150,,103051537
2017,97803604,43,400,,103051538
2017,102280933,20,136,,108869414
2017,97803800,20,4000,,103051803
2017,97803943,51,0,,103051998
2017,97803943,25,20,,103051984
2017,97803943,20,15,,103051990
2017,97803964,25,16,,103052027
2017,97803955,6,7,17-FEB-17,103052014
2017,97803964,8,20,,103052025
2017,97803964,7,20,,103052023
2017,97803964,6,7,,103052032
2017,97803955,7,20,18-FEB-17,103052010
2017,97803982,10,,,103052046
2017,97804189,36,7285,,103052306
2017,97804281,3,100,,103052432
2017,97804855,20,6500,,103053163
2017,97805310,63,150,,103053756
2017,97805432,10,,,103053897
2017,97805467,9,0,,103053951
2017,99294309,19,90,30-JUN-17,105007402
2017,97805660,63,1,,103054193
2017,97805708,3,5000,,103054255
2017,97805701,3,5000,02-MAR-17,103054249
2017,97805722,19,500,,103054276
2017,102281017,21,1400,,108869528
2017,102281026,10,,,108869537
2017,102281051,63,10,,108869570
2017,99294312,19,90,,105007406
2017,99294358,19,58,03-JUL-17,105007456
2017,102281051,20,5,,108869571
2017,102281090,25,50,,108869631
2017,102281078,38,150,,108869611
2017,99294366,19,58,,105007463
2017,97806736,10,,,103055546
2017,99294363,10,,,105007458
2017,97806946,63,1300,,103055828
2017,97806965,10,,,103055846
2017,97807013,63,700,,103055909
2017,97807233,11,5,,103056218
2017,97807336,11,1,,103056370
2017,97807336,10,,,103056352
2017,97807503,63,1000,,103056589
2017,99311742,63,1000,,105030070
2017,99311825,35,2500,,105030160
2017,98243139,17,160,,103625406
2017,98243139,20,600,,103625403
2017,98243159,13,798,,103625440
2017,98243180,10,,,103625461
2017,98243370,61,600,25-APR-17,103625731
2017,98243431,25,40,,103625804
2017,98243431,63,125,,103625798
2017,98243431,20,20,,103625802
2017,98243431,6,20,,103625801
2017,98243431,9,0,,103625805
2017,99312048,63,2500,,105030419
2017,98243671,10,,,103626085
2017,98243902,20,25,,103626414
2017,98244151,2,74,,103626765
2017,98244547,39,1000,,103627281
2017,98244547,7,800,,103627284
2017,98244787,10,,,103627597
2017,98244882,63,4,,103627730
2017,98245370,10,,,103628383
2017,98245382,16,100,,103628401
2017,98245628,63,1,,103628696
2017,98245707,9,0,,103628796
2017,98245707,17,50,,103628784
2017,98245707,63,1,,103628788
2017,99312261,16,2420,,105030744
2017,99312298,7,780,,105030783
2017,98617897,10,,,104111982
2017,98618104,42,20,,104112252
2017,98618149,37,12500,06-JUN-17,104112317
2017,98618165,20,2500,,104112333
2017,98618165,37,12500,,104112330
2017,98618165,63,10,,104112348
2017,98618165,6,75,,104112345
2017,98618149,36,840,06-JUN-17,104112321
2017,98618165,36,4820,,104112341
2017,98618265,21,321,,104112477
2017,98618314,37,1000,,104112529
2017,98618452,26,250,,104112697
2017,98618613,10,,,104112886
2017,98618689,10,,,104112973
2017,98618712,10,,,104113001
2017,98618800,36,5000,,104113108
2017,98618792,63,50,,104113100
2017,98618883,9,0,,104113208
2017,98618880,19,1,,104113204
2017,98618934,19,48,,104113263
2017,98618926,19,48,25-MAY-17,104113254
2017,98619119,61,269,,104113516
2017,97804940,37,10000,,103053274
2017,98619124,43,745,,104113522
2017,97805096,7,800,,103053469
2017,97805111,7,300,01-MAY-17,103053491
2017,97805120,7,300,,103053497
2017,97805165,62,700,,103053571
2017,97805185,63,1000,,103053598
2017,97805185,36,4000,,103053596
2017,97805185,15,9000,,103053594
2017,97805185,64,500,,103053603
2017,97805327,36,90,,103053774
2017,97805365,20,237,,103053819
2017,97805393,8,412,,103053853
2017,97805466,4,80,,103053950
2017,97805461,4,80,18-MAR-17,103053946
2017,98619193,67,1,,104113625
2017,97805610,3,23001,,103054134
2017,97805680,10,,,103054217
2017,97805715,8,1000,,103054268
2017,97805715,54,18630,,103054256
2017,97805715,36,10000,,103054259
2017,97805715,63,11200,,103054265
2017,97805854,10,,,103054447
2017,98619223,36,50,,104113657
2017,97806008,10,,,103054635
2017,97806046,3,60000,,103054680
2017,98619263,20,200,,104113714
2017,98619263,36,1000,,104113702
2017,97806160,61,250,,103054817
2017,98619263,13,500,,104113706
2017,97806226,19,80,,103054901
2017,97806397,63,1600,,103055139
2017,97806568,29,1,,103055331
2017,97806585,17,1,,103055348
2017,98619263,10,50,,104113718
2017,98619289,3,10,,104113748
2017,98619431,64,40000,,104113906
2017,97806915,13,500,,103055788
2017,98619438,13,1,,104113913
2017,97807074,63,7170,,103055991
2017,97807358,26,100,,103056401
2017,97807358,63,100,,103056404
2017,97807560,20,20,,103056670
2017,97807560,17,30,,103056664
2017,97807560,60,50,,103056660
2017,97807560,16,200,,103056658
2017,97807803,10,,,103056984
2017,97807839,10,,,103057043
2017,97812713,10,30,,103063636
2017,99635005,45,2000,,105454842
2017,99635005,16,1300,,105454844
2017,99635005,56,4000,,105454840
2017,99635797,3,2500,26-JUL-17,105455764
2017,99635801,3,2500,,105455769
2017,99636566,10,,,105456738
2017,99636851,20,400,,105457074
2017,99636851,9,0,,105457079
2017,99636851,10,90,,105457075
2017,99636851,25,20,,105457077
2017,99637888,3,6000,,105458384
2017,99637901,57,1000,,105458399
2017,99638279,10,,,105458871
2017,99639023,11,1,,105459794
2017,99639151,52,0,,105459960
2017,99639722,10,,,105460619
2017,99639940,27,600,,105460857
2017,99639952,8,125,,105460877
2017,99640031,10,,,105460988
2017,99640102,20,494,,105461060
2017,99640124,15,507,,105461084
2017,99640548,10,,,105461528
2017,99640548,11,10,,105461529
2017,99640562,10,,,105461542
2017,99640631,8,1,,105461627
2017,99640933,63,2,,105462038
2017,99641048,20,5000,,105462182
2017,99641472,63,750,,105462713
2017,99641576,38,250,,105462840
2017,99649948,63,3,,105473610
2017,99650157,20,19,23-JUN-17,105473903
2017,99650162,20,19,,105473917
2017,99653627,63,200,,105478355
2017,99653663,3,3000,,105478403
2017,99653704,63,2000,,105478454
2017,99653780,63,3024,,105478543
2017,99653780,7,400,,105478546
2017,99653780,17,200,,105478547
2017,99653780,36,120,,105478549
2017,99653822,10,,,105478592
2017,99653822,11,50,,105478597
2017,99653829,10,,,105478608
2017,99653829,11,10,,105478610
2017,97167772,3,500,,102210937
2017,97167839,3,8000,15-FEB-17,102211036
2017,97167840,3,8000,,102211039
2017,97167849,10,,,102211045
2017,97168873,15,1200,,102212321
2017,97168873,8,3343,,102212330
2017,97168873,42,100,,102212343
2017,97168873,16,98,,102212355
2017,97135989,26,200,,102169388
2017,97136101,13,949,29-JAN-17,102169536
2017,97136410,24,2000,,102169936
2017,97136671,29,500,,102170276
2017,97136788,26,300,,102170434
2017,97137211,10,,,102171000
2017,97138357,10,,,102172601
2017,97138891,54,100,,102173377
2017,97138991,38,500,,102173527
2017,97139175,36,170,,102173753
2017,97139605,36,40,,102174350
2017,97139640,29,500,,102174399
2017,97140004,9,0,,102174847
2017,97140004,20,225,,102174844
2017,97140004,25,10,,102174846
2017,97140035,20,100,,102174891
2017,97140108,10,,,102174963
2017,97140137,36,200,,102175003
2017,97140256,19,10,,102175149
2017,97140293,63,5,,102175193
2017,97140854,63,10,,102175905
2017,97141016,7,600,,102176084
2017,99625065,50,22,,105442439
2017,99625221,63,3,,105442611
2017,99625458,63,250,,105442886
2017,99625484,61,100,25-JUN-17,105442922
2017,99625490,61,100,,105442928
2017,99625572,54,1034,,105443032
2017,99625572,63,22,,105443037
2017,99625572,20,40,,105443036
2017,99625581,38,1000,,105443047
2017,99625610,25,350,,105443076
2017,97807908,13,1695,,103057138
2017,97807895,13,270,16-FEB-17,103057128
2017,97807908,20,30,,103057152
2017,97807908,16,150,,103057144
2017,97808112,9,0,,103057409
2017,97808112,27,200,,103057402
2017,97808112,20,40,,103057404
2017,97808155,63,50,,103057466
2017,97808354,10,,,103057728
2017,97809063,20,200,,103058658
2017,97809178,58,575,,103058805
2017,97809229,10,,,103058871
2017,97809237,3,500,,103058884
2017,97809224,3,500,14-FEB-17,103058870
2017,97809229,11,1,,103058874
2017,97809282,10,,,103058954
2017,97809295,10,,,103058969
2017,97809347,10,,,103059029
2017,97809499,63,1600,,103059216
2017,97809777,6,20,,103059614
2017,97810068,10,,,103059985
2017,97810148,11,1,,103060102
2017,97810148,10,,,103060094
2017,97810389,63,100,,103060411
2017,97810411,3,500,,103060437
2017,97810408,3,500,10-JAN-17,103060433
2017,97810431,10,,,103060458
2017,97810663,36,6,,103060749
2017,97810663,7,8,,103060746
2017,97810663,16,3,,103060752
2017,97810663,19,18,,103060742
2017,97810785,64,1000,,103060908
2017,97810866,61,300,,103061019
2017,97811118,10,,,103061362
2017,97811215,3,200,,103061489
2017,97811382,62,550,,103061723
2017,97812103,20,20,,103062679
2017,97812428,10,,,103063199
2017,97812428,11,21,,103063203
2017,97812458,36,220,,103063247
2017,97812732,63,5,,103063653
2017,97812732,51,0,,103063657
2017,97812716,61,600,29-APR-17,103063641
2017,97812732,9,0,,103063661
2017,97812732,61,600,,103063649
2017,97812770,10,,,103063734
2017,100295109,22,0,,106309070
2017,100295109,47,0,,106309082
2017,100295109,51,0,,106309076
2017,100295109,25,10,,106309068
2017,97812839,20,1500,,103063843
2017,97813040,62,500,,103064164
2017,97813082,47,0,,103064228
2017,97813090,16,2500,,103064236
2017,97813141,13,1200,,103064303
2017,97813146,61,100,,103064309
2017,97813284,9,0,,103064473
2017,97813284,22,0,,103064478
2017,97813284,51,0,,103064475
2017,97813297,10,,,103064490
2017,97813299,10,,,103064494
2017,97813372,20,20,,103064593
2017,97813372,63,40,,103064591
2017,97813389,63,100,,103064610
2017,97813487,10,,,103064748
2017,97813561,29,135,,103064837
2017,97813574,18,24000,,103064855
2017,97813581,63,100,,103064865
2017,97813589,20,2320,,103064877
2017,97813596,51,0,,103064889
2017,97813596,6,280,,103064884
2017,97813596,61,400,,103064887
2017,97813596,19,150,,103064888
2017,97813755,54,370,,103065090
2017,97813970,21,1,,103065373
2017,97814024,52,0,,103065462
2017,97814055,38,300,,103065511
2017,97814054,38,300,16-FEB-17,103065510
2017,97814193,7,50,,103065693
2017,97814253,11,5,,103065770
2017,97814253,10,,,103065767
2017,97814369,11,5,,103065929
2017,97814369,10,,,103065928
2017,97814495,63,2450,,103066096
2017,97814645,20,975,,103066287
2017,97815876,19,1777,,103067925
2017,97816106,58,600,,103068246
2017,97816388,63,5,,103068622
2017,97816388,10,,,103068621
2017,97816435,10,,,103068680
2017,97816435,63,100,,103068684
2017,97816435,11,11,,103068692
2017,97816435,13,1500,,103068682
2017,97816466,63,600,,103068735
2017,97816563,12,925,,103068905
2017,97817079,19,74,,103069579
2017,97817072,19,74,16-FEB-17,103069564
2017,97817275,50,14,,103069862
2017,97817462,10,,,103070121
2017,97817557,10,,,103070240
2017,97817582,63,6500,,103070279
2017,97817582,64,2300,,103070280
2017,97817604,6,45,,103070305
2017,97817649,26,260,,103070357
2017,97817815,36,50,,103070573
2017,97817815,43,10,,103070575
2017,97817815,16,10,,103070574
2017,97817880,3,1500,,103070651
2017,97817889,10,,,103070663
2017,97818063,7,500,,103070875
2017,97818138,3,500,,103070978
2017,97138392,10,,,102172652
2017,97138541,19,35,,102172870
2017,97138537,19,35,28-FEB-17,102172857
2017,97138786,11,5,,102173234
2017,97138786,10,,,102173230
2017,97138984,3,180,,102173509
2017,97139086,35,5,,102173636
2017,97139131,11,1,,102173693
2017,97139230,11,5,,102173852
2017,97139739,20,1500,,102174526
2017,97139979,10,300,,102174809
2017,97140028,8,106,,102174878
2017,98228149,3,5000,,103605887
2017,98228309,15,15000,,103606081
2017,98228330,28,7500,,103606110
2017,98228434,62,2000,,103606255
2017,98228756,11,30,,103606708
2017,98228756,10,,,103606704
2017,98228935,25,1,,103606938
2017,98228933,25,1,27-MAR-17,103606935
2017,98229332,63,1000,,103607446
2017,98229607,20,100,,103607788
2017,98229702,10,,,103607915
2017,98230079,20,250,,103608405
2017,100268000,63,1500,,106274859
2017,100268000,54,2300,,106274857
2017,100268000,64,4000,,106274853
2017,100268000,13,17155,,106274855
2017,100268000,37,30000,,106274851
2017,100268008,21,50,,106274868
2017,100268020,17,1500,,106274884
2017,100268020,63,130,,106274885
2017,100268025,15,3500,,106274889
2017,100268113,10,,,106274989
2017,100268149,63,100,,106275032
2017,100268239,63,900,,106275126
2017,100268327,9,0,,106275227
2017,96765317,10,30,,101681729
2017,96765345,61,250,16-JAN-17,101681770
2017,96765348,61,250,,101681775
2017,96765349,11,5,,101681776
2017,96765382,38,150,,101681823
2017,96765390,63,525,,101681829
2017,96765394,20,200,,101681837
2017,96765387,29,100,,101681821
2017,96765387,16,5,,101681824
2017,96765599,10,,,101682129
2017,96765716,10,,,101682282
2017,96763453,21,1200,,101679196
2017,96763466,27,1,,101679216
2017,96763475,27,100,,101679237
2017,96763475,63,600,,101679234
2017,96763475,26,1200,,101679225
2017,96763475,44,10,,101679239
2017,96763475,7,250,,101679235
2017,96763466,63,5,,101679212
2017,96763522,47,0,,101679299
2017,96763522,26,100,,101679297
2017,96763519,42,75,,101679294
2017,96763542,27,40,,101679331
2017,96763542,26,49,,101679322
2017,96763542,20,75,,101679320
2017,96763570,38,100,,101679364
2017,96763582,20,2,,101679379
2017,96763582,8,15,,101679374
2017,97154245,63,20,,102193704
2017,97154256,36,6250,,102193718
2017,97154485,17,1,,102194040
2017,97154485,63,13,,102194037
2017,99300868,3,1,,105016073
2017,99300909,38,110,,105016143
2017,99300943,36,9,,105016184
2017,99300943,8,26,,105016181
2017,99300943,6,95,,105016180
2017,99300976,3,3000,28-JUN-17,105016223
2017,99300980,21,100,,105016229
2017,99301093,37,150,,105016373
2017,99301231,45,1003,,105016544
2017,99301231,36,51,,105016548
2017,99301231,7,1000,,105016547
2017,99301231,63,2610,,105016545
2017,99301231,62,8000,,105016541
2017,99301231,26,1,,105016553
2017,99301231,64,6000,,105016542
2017,99301246,3,35000,25-MAY-17,105016571
2017,99301249,3,35000,,105016574
2017,99301268,63,500,,105016597
2017,99301356,20,375,,105016710
2017,97155420,10,,,102195227
2017,97155420,11,18,,102195234
2017,97155426,6,40,,102195245
2017,97155426,12,800,,102195225
2017,99301464,63,400,,105016827
2017,99301535,37,10000,,105016908
2017,99301536,38,5,,105016909
2017,99301694,36,1500,,105017132
2017,97155426,63,800,,102195230
